x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.75723, -0.257639, 0.0464704, -0.233738, -0.258632, -0.0812507, 0.357946, 1000.24, 383.79
-0.754618, -0.25507, 0.0871256, -0.158774, -0.190201, -0.407282, 0.476723, 1000.1, 162.659
-0.751749, -0.252196, 0.133863, -0.050814, -0.0849586, -0.533052, 0.542167, 1000.06, 96.0853
-0.750656, -0.25102, 0.182739, -0.00764267, -0.0365001, -0.574023, 0.575233, 1000.06, 99.1697
-0.750238, -0.250556, 0.232517, 0.00790357, -0.0191149, -0.58474, 0.585106, 1000.03, 54.5482
-0.750072, -0.250311, 0.28239, 0.0113269, -0.00958803, -0.589201, 0.589388, 1000.05, 85.4774
-0.750016, -0.250217, 0.332398, 0.0124812, -0.00662158, -0.588297, 0.588467, 1000.02, 39.5101
-0.749986, -0.250129, 0.38236, 0.0102749, -0.00376123, -0.590202, 0.590304, 1000.05, 73.861
-0.749986, -0.250102, 0.432381, 0.0098557, -0.00297885, -0.588289, 0.58838, 999.998, -2.678
-0.749982, -0.250059, 0.48236, 0.00784325, -0.00137955, -0.590082, 0.590136, 1000.05, 73.7313
-0.749992, -0.25005, 0.532376, 0.00615704, -0.00209329, -0.58844, 0.588476, 1000, 0.385716
-0.749993, -0.250027, 0.582364, 0.00514859, -0.000302992, -0.589566, 0.589588, 1000.02, 28.075
-0.750002, -0.250025, 0.632375, 0.00342002, -0.00135885, -0.588451, 0.588463, 1000, 3.95832
-0.750001, -0.250012, 0.682367, 0.00285904, 0.000326976, -0.589364, 0.589372, 1000.01, 11.6963
-0.750006, -0.250012, 0.732374, 0.00111978, -0.000961508, -0.588666, 0.588668, 1000.01, 18.9387
-0.750004, -0.250006, 0.782369, 0.000943953, 4.07531e-05, -0.588728, 0.588729, 999.983, -27.6613
-0.750007, -0.250007, 0.832373, 0.000679731, 0.00010527, -0.588754, 0.588755, 1000.02, 24.2634
-0.750004, -0.250003, 0.88237, -0.000441769, -0.000596565, -0.588898, 0.588899, 999.998, -3.57901
-0.750007, -0.250006, 0.932372, -3.19221e-05, -8.07498e-05, -0.588323, 0.588323, 999.991, -14.9632
-0.750004, -0.250003, 0.982371, -0.000104727, -7.76334e-06, -0.588923, 0.588923, 1000.01, 17.3304
-0.750006, -0.250006, 1.03237, -0.000566051, -0.000585488, -0.588271, 0.588272, 999.991, -13.7754
-0.765364, -0.201269, 0.0454374, -0.563738, -0.00439588, -0.119397, 0.57626, 999.593, -651.091
-0.76085, -0.201686, 0.0871913, -0.448653, -0.0435521, -0.420702, 0.616584, 999.821, -286.245
-0.755582, -0.201116, 0.13408, -0.23666, -0.0269237, -0.535627, 0.586199, 999.687, -501.248
-0.753011, -0.200683, 0.183027, -0.125614, -0.0184738, -0.564125, 0.578237, 999.841, -253.698
-0.751845, -0.200423, 0.232626, -0.0784936, -0.0100367, -0.584408, 0.589741, 999.768, -371.709
-0.751096, -0.200274, 0.282516, -0.0451474, -0.00739435, -0.58473, 0.586517, 999.912, -140.135
-0.750769, -0.200184, 0.332435, -0.0322001, -0.0037773, -0.588873, 0.589765, 999.835, -264.569
-0.750467, -0.200125, 0.382419, -0.0189426, -0.00314038, -0.588288, 0.588602, 999.956, -71.153
-0.750354, -0.200088, 0.432394, -0.014534, -0.00159819, -0.589336, 0.589517, 999.888, -179.552
-0.750208, -0.20006, 0.482391, -0.00828909, -0.00184141, -0.588935, 0.588996, 999.979, -33.7989
-0.75017, -0.200044, 0.532382, -0.00687059, -0.000569948, -0.589045, 0.589085, 999.918, -130.783
-0.750092, -0.200029, 0.582381, -0.00342723, -0.00101432, -0.589151, 0.589162, 1000, 4.93727
-0.750083, -0.200023, 0.632377, -0.00385069, -0.000482181, -0.588688, 0.588701, 999.938, -99.5431
-0.750038, -0.200014, 0.682377, -0.000569651, -0.000409674, -0.588887, 0.588888, 1000.01, 12.775
-0.75004, -0.200012, 0.732374, -0.00210679, -0.000264635, -0.588864, 0.588868, 999.979, -33.6262
-0.750015, -0.200006, 0.782374, 0.000360784, -0.000180106, -0.588431, 0.588431, 999.996, -6.1502
-0.75002, -0.200007, 0.832373, -0.000281611, -0.000233749, -0.58888, 0.58888, 999.998, -3.56645
-0.750003, -0.200003, 0.882372, 0.000174758, -0.000108434, -0.588736, 0.588736, 1000.01, 16.1419
