x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.881163, -0.407313, 0.027302, -0.429751, -0.589704, 0.154966, 0.745957, 997.285, -4343.46
-0.888983, -0.411483, 0.0294408, -0.448986, -0.661577, -0.102564, 0.806097, 996.018, -6371.16
-0.910414, -0.425575, 0.0439313, -0.694636, -0.886623, -0.0981086, 1.13059, 1004.02, 6438.4
-0.956376, -0.421914, 0.0660337, -1.25799, -1.14036, -0.199429, 1.7096, 999.23, -1231.42
-0.960767, -0.401498, 0.0735046, -1.4352, -1.26178, -0.0465918, 1.91156, 1000.9, 1435.98
-0.936359, -0.393137, 0.0972771, -1.81303, -1.24746, 0.359768, 2.22995, 1000.01, 10.3096
-0.91243, -0.397745, 0.109259, -1.95595, -1.31454, 0.284716, 2.37378, 1001.31, 2088.77
-0.892966, -0.370168, 0.114369, -2.36025, -1.33401, 0.0916016, 2.7127, 1000.71, 1138.68
-0.845086, -0.347837, 0.11361, -2.04395, -1.35358, -0.408969, 2.48539, 1000.14, 226.502
-0.822265, -0.332479, 0.129158, -2.23582, -1.58407, -0.681448, 2.82357, 1002.85, 4565.06
-0.793858, -0.308105, 0.152682, -1.71356, -1.60869, -1.26954, 2.67131, 1003.67, 5877.97
-0.775562, -0.288925, 0.183319, -1.27571, -1.0964, -1.75061, 2.42779, 997.724, -3641.58
-0.761306, -0.274168, 0.221747, -0.931416, -0.853573, -2.26953, 2.59748, 1003.22, 5147.79
-0.751684, -0.26454, 0.264578, -0.511436, -0.545814, -2.51274, 2.62171, 1003.78, 6053.48
-0.746639, -0.258577, 0.31137, -0.301641, -0.333638, -2.70185, 2.73904, 1001.07, 1707.44
-0.743705, -0.254497, 0.357758, -0.124296, -0.190286, -2.86527, 2.87427, 1000.16, 255.812
-0.743219, -0.25219, 0.407929, -0.0286625, -0.0633411, -2.89559, 2.89643, 999.305, -1111.45
-0.743007, -0.250866, 0.456197, 0.0800202, -0.0191214, -3.01543, 3.01656, 999.954, -74.2889
-0.744732, -0.250259, 0.507296, 0.050796, 0.0133244, -2.97365, 2.97411, 999.97, -47.7828
-0.745987, -0.249894, 0.556143, 0.0644855, 0.0202332, -3.00751, 3.00827, 999.977, -37.0306
-0.747322, -0.248401, 0.606524, 0.0510162, 0.0454501, -2.99148, 2.99226, 1000.13, 200.885
-0.962123, -0.272361, 0.036716, -0.121744, -0.263341, 0.593978, 0.661045, 1000.65, 1035.87
-0.993264, -0.272417, 0.0365843, -0.379418, -0.611471, 0.0340257, 0.720425, 1004.19, 6711.15
-1.00495, -0.29718, 0.0522839, -0.0751879, -0.691968, -0.0561103, 0.698299, 997.542, -3933.4
-1.01838, -0.332476, 0.074942, -0.372321, -1.64269, -0.131589, 1.68948, 1003.44, 5502.77
-1.01084, -0.333463, 0.0943934, -0.835106, -2.01136, 0.705717, 2.28933, 1002.79, 4468.41
-0.980275, -0.325997, 0.102501, -1.36938, -1.70558, 0.667222, 2.28679, 1004.41, 7051.8
-0.950801, -0.315109, 0.104988, -1.43955, -1.96969, 0.672662, 2.5307, 1002, 3204.82
-0.930105, -0.284209, 0.113743, -1.68613, -1.87456, 0.386008, 2.55069, 998.821, -1886.2
-0.906492, -0.262602, 0.121905, -1.85317, -1.73311, -0.145303, 2.54146, 999.042, -1533.02
-0.876613, -0.249776, 0.133638, -1.97192, -1.72046, -0.783417, 2.7317, 1000.28, 454.304
-0.845462, -0.232228, 0.157176, -1.88455, -1.20529, -1.39147, 2.63448, 996.539, -5538
-0.821493, -0.219256, 0.187515, -1.55189, -0.886557, -2.0312, 2.70557, 999.286, -1142.45
-0.79996, -0.211136, 0.225742, -1.24007, -0.621179, -2.40586, 2.77701, 1001, 1593.22
-0.785077, -0.205246, 0.267993, -0.971705, -0.256299, -2.50113, 2.69547, 1000.35, 553.091
-0.773434, -0.202674, 0.314267, -0.726233, -0.0396448, -2.65302, 2.75091, 1000.6, 954.787
-0.765954, -0.200808, 0.360253, -0.523495, 0.0455667, -2.8038, 2.85261, 1000.83, 1328.99
-0.76021, -0.200852, 0.409909, -0.367963, 0.0478855, -2.8461, 2.87018, 999.557, -709.462
-0.756927, -0.199839, 0.45765, -0.250108, 0.0458446, -2.9723, 2.98315, 999.189, -1297.81
-0.754011, -0.200304, 0.508573, -0.152704, 0.0124618, -2.90959, 2.91362, 999.034, -1546.09
-0.752431, -0.199405, 0.556605, -0.0940581, 0.0349434, -3.02655, 3.02822, 998.975, -1640.68
-0.748476, -0.199678, 0.60735, 0.00545721, -0.000207127, -2.98383, 2.98384, 999.823, -282.525
-0.977882, -0.204865, 0.0142128, -0.16516, -0.111901, -0.652901, 0.6827, 998.89, -1776.39
-0.98043, -0.234455, 0.0279602, -0.270596, -0.486723, 0.499612, 0.748153, 999.962, -61.5358
-1.03166, -0.221593, 0.0832269, 0.700137, 0.0216451, 0.0624211, 0.703247, 1002.36, 3769.49
-0.994083, -0.268839, 0.106521, 0.596055, -0.953466, 0.301494, 1.16416, 987.059, -20705.1
-0.998915, -0.270277, 0.124255, -0.347204, -1.88872, 0.7341, 2.0559, 1013.49, 21577.7
-0.996277, -0.259573, 0.137717, -1.38298, -1.41514, 0.920853, 2.18248, 1001.48, 2372.95
-0.97746, -0.243721, 0.138768, -1.56193, -1.40871, 1.15655, 2.40035, 999.589, -657.164
-0.949537, -0.224997, 0.123514, -1.62813, -1.60392, 0.168597, 2.29168, 1007.29, 11656.3
-0.927523, -0.20884, 0.130656, -1.81933, -1.14486, -0.00169291, 2.14957, 999.442, -892.696
-0.894118, -0.193728, 0.141237, -2.25021, -1.0732, -0.522967, 2.54729, 1001.44, 2310.48
-0.860495, -0.18129, 0.160493, -2.08385, -0.806468, -1.2384, 2.5547, 1007.25, 11595.2
-0.834772, -0.172067, 0.189701, -1.93157, -0.549488, -1.74922, 2.66321, 1002.98, 4775.36
-0.811086, -0.165244, 0.227503, -1.41394, -0.341847, -2.20244, 2.63947, 1003.47, 5557.87
-0.794359, -0.16081, 0.268669, -1.04555, -0.319478, -2.41361, 2.64967, 1000.01, 15.6303
-0.780898, -0.157357, 0.31491, -0.853664, -0.248869, -2.62336, 2.76997, 1000.26, 410.7
-0.771844, -0.155207, 0.360583, -0.630355, -0.185423, -2.79963, 2.8757, 999.68, -512.126
-0.764373, -0.153462, 0.410364, -0.441211, -0.111089, -2.87189, 2.90771, 1000.17, 277.076
-0.759903, -0.152488, 0.458197, -0.310247, -0.0742534, -2.95863, 2.97578, 999.798, -323.98
-0.75565, -0.151436, 0.509053, -0.177535, -0.0476934, -2.9229, 2.92867, 999.612, -620.803
-0.753428, -0.150867, 0.557737, -0.0957948, -0.031043, -2.97703, 2.97873, 1000.68, 1095.93
-0.748338, -0.150113, 0.608161, -0.0291447, -0.00456528, -2.9898, 2.98995, 999.963, -58.4413
-0.986295, -0.136401, 0.0455467, -0.506776, -0.474276, 0.277474, 0.747496, 999.405, -952.097
-0.9943, -0.125967, 0.032517, -0.450056, -0.268192, -0.0944928, 0.532359, 994.808, -8307.02
-0.994551, -0.194281, 0.101185, -0.0744751, -0.710926, 1.18496, 1.38387, 1005.27, 8426.41
-1.0056, -0.202433, 0.194451, -0.0233474, -0.80349, 1.3785, 1.59574, 984.313, -25098.9
-1.00695, -0.207513, 0.19529, -0.053113, -1.17065, 1.38356, 1.81314, 1002.69, 4301.88
-1.00628, -0.208039, 0.200371, -0.392455, -1.17392, 1.25708, 1.76419, 1007.86, 12569.2
-0.986973, -0.198684, 0.187693, -0.900354, -2.03389, 2.09684, 3.05681, 995.155, -7752.71
-0.971651, -0.155557, 0.130089, -2.96743, -1.18716, 1.04303, 3.36198, 997.943, -3291.5
-0.937793, -0.147649, 0.140161, -1.39528, -1.10502, -0.0707538, 1.78126, 999.787, -341.428
-0.91355, -0.135272, 0.15462, -1.9635, -1.09343, -0.377164, 2.27885, 1000.3, 482.661
-0.881956, -0.123695, 0.174851, -1.96677, -1.1173, -0.95362, 2.45478, 995.714, -6858.1
-0.858845, -0.114603, 0.201, -1.84886, -0.705826, -1.52643, 2.49929, 996.666, -5334.84
-0.833836, -0.107785, 0.236386, -1.86077, -0.391531, -1.89509, 2.68461, 1002.64, 4218.45
-0.813606, -0.104205, 0.273077, -1.56393, -0.107974, -2.21357, 2.71246, 1000.62, 995.585
-0.795677, -0.102768, 0.318168, -1.18582, 0.0341582, -2.46964, 2.73979, 998.61, -2224.51
-0.783284, -0.102185, 0.36176, -0.968187, 0.0220224, -2.76264, 2.92746, 998.048, -3122.97
-0.772693, -0.10186, 0.411936, -0.648003, 0.0307225, -2.81327, 2.8871, 997.735, -3623.48
-0.765849, -0.101269, 0.458777, -0.468417, -0.00459331, -2.99557, 3.03197, 999.297, -1124.49
-0.759612, -0.101084, 0.510044, -0.314918, -0.0222037, -2.90645, 2.92354, 998.916, -1734.09
-0.755771, -0.100687, 0.557981, -0.171802, -0.0185925, -2.99919, 3.00417, 998.944, -1688.96
-0.749115, -0.100482, 0.608723, -0.0243988, -0.0114523, -2.95852, 2.95864, 999.71, -463.499
-0.965622, -0.0757172, 0.0361233, 0.0400419, -0.364359, 0.298517, 0.47273, 1007.92, 12677.4
-0.985963, -0.0968875, 0.0438677, -0.402481, -0.667644, 0.249958, 0.818669, 1006.46, 10336.2
-0.989915, -0.0915857, 0.112209, 2.5727, -1.11945, 2.20987, 3.57148, 997.207, -4468.98
-0.996988, -0.111695, 0.173192, -0.00953823, -2.85714, 1.78058, 3.36657, 1010.22, 16346
-1.01497, -0.11305, 0.194923, -0.0959697, -1.85384, 0.817403, 2.02832, 995.487, -7220.77
-1.00371, -0.116614, 0.195199, -0.472522, -1.7377, 1.79685, 2.54393, 993.085, -11064.4
-0.993693, -0.109131, 0.189115, -2.00088, -2.30208, 1.32234, 3.32441, 997.273, -4363.66
-0.964935, -0.0807553, 0.158104, -1.17876, -1.00919, 0.614583, 1.66902, 997.373, -4203.31
-0.940773, -0.0796372, 0.172404, -1.50042, 0.273696, 1.13166, 1.89916, 1007.09, 11345.9
-0.929096, -0.0807117, 0.180361, -2.55616, -1.59963, 0.087038, 3.01668, 994.413, -8938.66
-0.893418, -0.0741015, 0.187977, -2.22874, -0.421189, -0.558637, 2.33597, 1012.07, 19316.9
-0.865045, -0.0689537, 0.210775, -2.20899, -0.617613, -0.875423, 2.45509, 1002.72, 4353.07
-0.841406, -0.0645628, 0.24185, -2.05519, -0.743179, -1.41145, 2.6016, 1000.41, 652.034
-0.817256, -0.0593497, 0.277833, -1.91021, -0.485682, -1.97139, 2.78768, 997.013, -4779.56
-0.798436, -0.0563094, 0.320342, -1.37335, -0.331531, -2.4025, 2.78712, 999.374, -1001.6
-0.783702, -0.0536003, 0.36445, -1.06704, -0.191284, -2.61415, 2.83001, 1001.31, 2099.63
-0.772729, -0.0523161, 0.412303, -0.720711, -0.132556, -2.82993, 2.92327, 999.951, -78.0175
-0.764786, -0.0512684, 0.460275, -0.449919, -0.0500617, -2.87597, 2.91138, 1001.65, 2635.85
-0.758833, -0.0508564, 0.509861, -0.305627, -0.0363113, -2.9277, 2.94384, 1000.28, 448.772
-0.754746, -0.0504486, 0.559072, -0.122476, -0.0125201, -2.92801, 2.93059, 999.524, -761.443
-0.749532, -0.0503733, 0.608775, -0.059356, -0.0273538, -2.98006, 2.98077, 1000.28, 449.496
-0.959048, 1.01123e-07, 0.00929772, 1.9823, 3.06728e-05, 0.118018, 1.98581, 1010.57, 16917.1
-0.985292, 1.04583e-07, 0.0180193, -0.613832, -5.98493e-06, -0.323397, 0.693812, 1003, 4805.45
-1.02646, -1.48408e-07, 0.293721, 1.60864, 8.56375e-05, 1.59501, 2.26534, 1012.88, 20608.7
-0.995178, 4.04826e-06, 0.211217, 1.35521, 0.00279554, 5.48573, 5.65065, 1044.36, 70981.3
-1.02725, -1.71649e-07, 0.297265, 0.578362, -2.0343e-05, 0.39996, 0.703186, 977.765, -35575.6
-1.02325, -1.70534e-07, 0.299879, 0.990295, 1.83879e-05, 1.66796, 1.93979, 989.248, -17203.7
-1.02268, -1.95864e-07, 0.298668, -0.281696, 5.74656e-06, 2.01234, 2.03196, 990.131, -15790.1
-0.997944, -1.65204e-06, 0.277516, 0.98994, -0.00119977, 8.16211, 8.22192, 1006.33, 10128.4
-0.987394, -3.50561e-07, 0.27523, -1.25808, 0.000284981, 7.43828, 7.54392, 985.551, -23118.3
-0.967556, -1.90347e-07, 0.252546, -1.70469, -2.15977e-05, 5.88145, 6.12351, 1021.08, 33732.3
-0.924234, 3.08424e-07, 0.234423, -2.27156, 3.52967e-05, 2.15784, 3.13309, 1003.33, 5329.58
-0.905634, 1.12804e-06, 0.239631, -3.12679, 0.000273193, 1.40906, 3.42962, 1004.44, 7107.13
-0.868208, 2.38629e-06, 0.257692, -2.79593, 0.00061275, -0.443982, 2.83097, 994.65, -8560.45
-0.840167, 1.81932e-06, 0.284053, -2.64355, 0.000514854, -1.58695, 3.08331, 994.329, -9074.3
-0.813661, 7.92839e-07, 0.323499, -2.09987, 0.000274765, -2.21439, 3.05172, 998.322, -2684.86
-0.794354, 2.59037e-07, 0.365862, -1.56824, 9.20787e-05, -2.53147, 2.97787, 998.362, -2620.11
-0.779735, 8.92431e-08, 0.412825, -1.04595, 3.92041e-05, -2.84438, 3.03059, 996.059, -6305.92
-0.769371, 4.55139e-08, 0.460738, -0.642588, -4.2662e-08, -2.84736, 2.91897, 999.277, -1156.53
-0.762036, -2.31051e-09, 0.510096, -0.420664, 2.00091e-07, -2.95955, 2.98929, 998.804, -1913.52
-0.756632, 3.8342e-09, 0.558957, -0.204398, 4.55465e-06, -2.93931, 2.94641, 998.064, -3097.54
-0.750279, -2.90099e-08, 0.609001, -0.0921347, -5.58627e-06, -2.97974, 2.98116, 999.915, -136.591
-0.965622, 0.0757173, 0.0361234, 0.0401045, 0.364335, 0.29856, 0.472743, 1007.92, 12676.8
-0.985963, 0.0968875, 0.0438677, -0.402501, 0.667677, 0.249949, 0.818703, 1006.46, 10336
-0.989915, 0.0915857, 0.112209, 2.57273, 1.11948, 2.20989, 3.57153, 997.208, -4467.98
-0.996988, 0.111695, 0.173192, -0.00948097, 2.85711, 1.78065, 3.36658, 1010.22, 16349.7
-1.01497, 0.11305, 0.194923, -0.0960539, 1.85392, 0.817268, 2.02834, 995.484, -7225.07
