x,y,z,v_x,v_y,v_z,|U|,rho,pressure
0, -0.12505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.025, -0.12505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0124987, -0.12505, 4.024, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0125027, -0.12505, 3.98069, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.075, -0.12505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.0574543, -0.12505, 4.05055, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.0130267, -0.12505, 4.0762, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.037496, -0.12505, 4.0673, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0704748, -0.12505, 4.028, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0704796, -0.12505, 3.9767, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.037508, -0.12505, 3.9374, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.013013, -0.12505, 3.92848, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.0574454, -0.12505, 3.95413, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0, -0.07505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.025, -0.07505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0124987, -0.07505, 4.024, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
-0.0125027, -0.07505, 3.98069, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.075, -0.07505, 4.00234, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
0.0574543, -0.07505, 4.05055, 2e-20, 2e-20, -0.588571, 0.588571, 1000, 1e-20
