x,y,z,v_x,v_y,v_z,|U|,rho,pressure
0, -0.12505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.025, -0.12505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0124987, -0.12505, 3.99262, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0125027, -0.12505, 3.94932, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.075, -0.12505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574543, -0.12505, 4.01917, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0130267, -0.12505, 4.04482, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037496, -0.12505, 4.03592, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704748, -0.12505, 3.99662, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704796, -0.12505, 3.94532, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037508, -0.12505, 3.90602, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.013013, -0.12505, 3.8971, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574454, -0.12505, 3.92275, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0, -0.07505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.025, -0.07505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0124987, -0.07505, 3.99262, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0125027, -0.07505, 3.94932, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.075, -0.07505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574543, -0.07505, 4.01917, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0130267, -0.07505, 4.04482, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037496, -0.07505, 4.03592, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704748, -0.07505, 3.99662, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704796, -0.07505, 3.94532, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037508, -0.07505, 3.90602, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.013013, -0.07505, 3.8971, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574454, -0.07505, 3.92275, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0, -0.02505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.025, -0.02505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0124987, -0.02505, 3.99262, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0125027, -0.02505, 3.94932, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.075, -0.02505, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574543, -0.02505, 4.01917, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0130267, -0.02505, 4.04482, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037496, -0.02505, 4.03592, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704748, -0.02505, 3.99662, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704796, -0.02505, 3.94532, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037508, -0.02505, 3.90602, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.013013, -0.02505, 3.8971, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574454, -0.02505, 3.92275, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0, 0.02495, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.025, 0.02495, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0124987, 0.02495, 3.99262, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0125027, 0.02495, 3.94932, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.075, 0.02495, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574543, 0.02495, 4.01917, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0130267, 0.02495, 4.04482, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037496, 0.02495, 4.03592, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704748, 0.02495, 3.99662, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0704796, 0.02495, 3.94532, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.037508, 0.02495, 3.90602, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.013013, 0.02495, 3.8971, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.0574454, 0.02495, 3.92275, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0, 0.07495, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
0.025, 0.07495, 3.97096, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
-0.0124987, 0.07495, 3.99262, 2e-20, 2e-20, -0.980853, 0.980853, 1000, 1e-20
