x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.753317, -0.253394, 0.0483583, -0.162325, -0.172287, -0.0595734, 0.244093, 1000.18, 293.336
-0.75197, -0.252048, 0.0939299, -0.0971233, -0.108536, -0.302188, 0.335456, 1000.11, 178.248
-0.750734, -0.2508, 0.142733, -0.0313017, -0.0422817, -0.362778, 0.366572, 1000.01, 18.1564
-0.750336, -0.250382, 0.192293, -0.0105483, -0.0190017, -0.38673, 0.38734, 1000.05, 80.2782
-0.750174, -0.250206, 0.242234, -0.00392283, -0.0111813, -0.389153, 0.389333, 999.992, -13.0483
-0.750102, -0.25012, 0.292183, -0.000197513, -0.00510997, -0.392714, 0.392747, 1000.03, 42.8126
-0.750073, -0.250081, 0.342187, -0.00138753, -0.00498956, -0.391576, 0.39161, 999.995, -8.28861
-0.750048, -0.250051, 0.392173, 0.000690138, -0.00140748, -0.392829, 0.392832, 999.992, -12.0779
-0.750038, -0.250037, 0.442178, -0.00148164, -0.00240588, -0.392569, 0.392579, 1000.04, 57.6813
-0.750026, -0.250024, 0.492172, -0.000903775, -0.00139618, -0.392177, 0.392181, 999.959, -64.9807
-0.75002, -0.250018, 0.542176, -0.000139097, -0.000208028, -0.392365, 0.392365, 1000.02, 29.9334
-0.750013, -0.250011, 0.592172, -0.00137436, -0.00136191, -0.39276, 0.392765, 1000.01, 10.8154
-0.750011, -0.250009, 0.642174, -0.000368126, -0.000364981, -0.391877, 0.391877, 999.98, -32.3566
-0.750006, -0.250004, 0.692172, -0.000235565, -0.000225635, -0.392675, 0.392675, 1000.01, 21.9135
-0.750005, -0.250004, 0.742173, -0.000618533, -0.00063037, -0.392283, 0.392284, 999.996, -6.16831
-0.750002, -0.250002, 0.792172, -7.84449e-05, -8.29155e-05, -0.392359, 0.392359, 999.997, -4.31729
-0.750002, -0.250002, 0.842172, -0.000311573, -0.000303809, -0.392421, 0.392421, 1000, 5.29508
-0.750001, -0.25, 0.892172, -0.000212145, -0.000196205, -0.392401, 0.392401, 999.998, -2.82516
-0.750001, -0.250001, 0.942172, -0.000214604, -0.000193339, -0.392369, 0.392369, 999.999, -0.957421
