Time,x,y,z,q0,q1,q2,q3,Vx,Vy,Vz,Fx,Fy,Fz,Tx,Ty,Tz
0,0,0,4.02,1,0,0,0,0,0,0,0,0,0,0,0,0
5e-05,0,0,4.02,1,0,0,0,0,0,-0.00034335,0,0,0,0,0,0
0.0001,0,0,4.02,1,0,0,0,0,0,-0.00083385,0,0,0,0,0,0
0.00015,0,0,4.02,1,0,0,0,0,0,-0.00132435,0,0,0,0,0,0
0.0002,0,0,4.02,1,0,0,0,0,0,-0.00181485,0,0,0,0,0,0
0.00025,0,0,4.02,1,0,0,0,0,0,-0.00230535,0,0,0,0,0,0
0.0003,0,0,4.02,1,0,0,0,0,0,-0.00279585,0,0,0,0,0,0
0.00035,0,0,4.02,1,0,0,0,0,0,-0.00328635,0,0,0,0,0,0
0.0004,0,0,4.02,1,0,0,0,0,0,-0.00377685,0,0,0,0,0,0
0.00045,0,0,4.02,1,0,0,0,0,0,-0.00426735,0,0,0,0,0,0
0.0005,0,0,4.02,1,0,0,0,0,0,-0.00475785,0,0,0,0,0,0
0.00055,0,0,4.02,1,0,0,0,0,0,-0.00524835,0,0,0,0,0,0
0.0006,0,0,4.02,1,0,0,0,0,0,-0.00573885,0,0,0,0,0,0
0.00065,0,0,4.02,1,0,0,0,0,0,-0.00622935,0,0,0,0,0,0
0.0007,0,0,4.02,1,0,0,0,0,0,-0.00671985,0,0,0,0,0,0
0.00075,0,0,4.02,1,0,0,0,0,0,-0.00721035,0,0,0,0,0,0
0.0008,0,0,4.02,1,0,0,0,0,0,-0.00770085,0,0,0,0,0,0
0.00085,0,0,4.02,1,0,0,0,0,0,-0.00819135,0,0,0,0,0,0
0.0009,0,0,4.02,1,0,0,0,0,0,-0.00868185,0,0,0,0,0,0
0.00095,0,0,4.02,1,0,0,0,0,0,-0.00917235,0,0,0,0,0,0
0.001,0,0,4.02,1,0,0,0,0,0,-0.00966285,0,0,0,0,0,0
0.00105,0,0,4.01999,1,0,0,0,0,0,-0.0101534,0,0,0,0,0,0
0.0011,0,0,4.01999,1,0,0,0,0,0,-0.0106439,0,0,0,0,0,0
0.00115,0,0,4.01999,1,0,0,0,0,0,-0.0111344,0,0,0,0,0,0
0.0012,0,0,4.01999,1,0,0,0,0,0,-0.0116249,0,0,0,0,0,0
0.00125,0,0,4.01999,1,0,0,0,0,0,-0.0121154,0,0,0,0,0,0
0.0013,0,0,4.01999,1,0,0,0,0,0,-0.0126059,0,0,0,0,0,0
0.00135,0,0,4.01999,1,0,0,0,0,0,-0.0130964,0,0,0,0,0,0
0.0014,0,0,4.01999,1,0,0,0,0,0,-0.0135869,0,0,0,0,0,0
0.00145,0,0,4.01999,1,0,0,0,0,0,-0.0140774,0,0,0,0,0,0
0.0015,0,0,4.01999,1,0,0,0,0,0,-0.0145679,0,0,0,0,0,0
