x,y,z,v_x,v_y,v_z,|U|,rho,pressure
0.000278187, -0.125065, 3.18683, 0.00162976, -0.00159029, -2.84403, 2.84403, 1000, 1e-20
0.0252757, -0.125052, 3.18718, 0.00146492, -0.00194884, -2.83243, 2.83243, 1000, 1e-20
-0.0125271, -0.12507, 3.2083, -0.00833936, -0.000994305, -2.84998, 2.84999, 1000, 1e-20
-0.0119154, -0.125074, 3.165, 0.0117627, -0.00182765, -2.84969, 2.84972, 1000, 1e-20
0.0752706, -0.125025, 3.1879, 0.00113524, -0.00266594, -2.80921, 2.80922, 1000, 1e-20
0.0570413, -0.125029, 3.23585, -0.0211293, -0.00148645, -2.81768, 2.81776, 1000, 1e-20
0.0122533, -0.12505, 3.26087, -0.0327452, -0.000355532, -2.83847, 2.83866, 1000, 1e-20
-0.0381376, -0.125078, 3.25124, -0.0282776, 0.000197659, -2.86187, 2.86201, 1000, 1e-20
-0.0705543, -0.1251, 3.21148, -0.0098168, -8.57035e-05, -2.87692, 2.87694, 1000, 1e-20
-0.0698296, -0.125106, 3.16019, 0.0139997, -0.00107304, -2.87658, 2.87662, 1000, 1e-20
-0.0363026, -0.125092, 3.12136, 0.0320284, -0.00230238, -2.86102, 2.8612, 1000, 1e-20
0.01434, -0.125066, 3.11316, 0.0358341, -0.00319855, -2.8375, 2.83773, 1000, 1e-20
0.0584034, -0.125039, 3.13943, 0.0236361, -0.00334224, -2.81705, 2.81715, 1000, 1e-20
0.000251357, -0.0750652, 3.18682, 0.00236315, -0.00159, -2.845, 2.845, 1000, 1e-20
0.0252488, -0.0750517, 3.18718, 0.00219831, -0.00194856, -2.83339, 2.83339, 1000, 1e-20
-0.0125539, -0.0750696, 3.20829, -0.00760597, -0.000994023, -2.85094, 2.85095, 1000, 1e-20
-0.0119422, -0.0750742, 3.165, 0.012496, -0.00182737, -2.85066, 2.85069, 1000, 1e-20
0.0752438, -0.0750248, 3.18789, 0.00186863, -0.00266566, -2.81018, 2.81018, 1000, 1e-20
0.0570144, -0.0750291, 3.23584, -0.0203959, -0.00148616, -2.81864, 2.81872, 1000, 1e-20
0.0122265, -0.0750502, 3.26086, -0.0320118, -0.000355249, -2.83944, 2.83962, 1000, 1e-20
-0.0381644, -0.0750784, 3.25124, -0.0275442, 0.000197941, -2.86283, 2.86297, 1000, 1e-20
-0.0705811, -0.0751003, 3.21148, -0.00908341, -8.54209e-05, -2.87788, 2.8779, 1000, 1e-20
-0.0698565, -0.0751058, 3.16018, 0.014733, -0.00107275, -2.87755, 2.87758, 1000, 1e-20
-0.0363294, -0.0750923, 3.12135, 0.0327618, -0.0023021, -2.86198, 2.86217, 1000, 1e-20
0.0143132, -0.0750661, 3.11315, 0.0365675, -0.00319827, -2.83847, 2.83871, 1000, 1e-20
0.0583765, -0.0750394, 3.13943, 0.0243695, -0.00334195, -2.81801, 2.81812, 1000, 1e-20
0.000224527, -0.0250652, 3.18682, 0.00309654, -0.00158972, -2.84596, 2.84596, 1000, 1e-20
0.025222, -0.0250517, 3.18717, 0.0029317, -0.00194827, -2.83436, 2.83436, 1000, 1e-20
-0.0125807, -0.0250696, 3.20829, -0.00687258, -0.00099374, -2.85191, 2.85191, 1000, 1e-20
-0.0119691, -0.0250742, 3.16499, 0.0132294, -0.00182709, -2.85162, 2.85165, 1000, 1e-20
0.0752169, -0.0250248, 3.18788, 0.00260201, -0.00266538, -2.81114, 2.81115, 1000, 1e-20
0.0569876, -0.0250291, 3.23584, -0.0196625, -0.00148588, -2.81961, 2.81968, 1000, 1e-20
0.0121997, -0.0250502, 3.26086, -0.0312784, -0.000354967, -2.8404, 2.84057, 1000, 1e-20
-0.0381912, -0.0250784, 3.25123, -0.0268108, 0.000198224, -2.8638, 2.86392, 1000, 1e-20
-0.070608, -0.0251003, 3.21147, -0.00835003, -8.51384e-05, -2.87885, 2.87886, 1000, 1e-20
-0.0698833, -0.0251059, 3.16017, 0.0154664, -0.00107247, -2.87851, 2.87855, 1000, 1e-20
-0.0363563, -0.0250923, 3.12134, 0.0334952, -0.00230182, -2.86294, 2.86314, 1000, 1e-20
0.0142864, -0.0250661, 3.11315, 0.0373009, -0.00319799, -2.83943, 2.83968, 1000, 1e-20
0.0583497, -0.0250394, 3.13942, 0.0251029, -0.00334167, -2.81897, 2.81909, 1000, 1e-20
0.000197697, 0.0249348, 3.18681, 0.00382992, -0.00158944, -2.84693, 2.84693, 1000, 1e-20
0.0251952, 0.0249483, 3.18717, 0.00366508, -0.00194799, -2.83532, 2.83532, 1000, 1e-20
-0.0126075, 0.0249304, 3.20828, -0.0061392, -0.000993458, -2.85287, 2.85288, 1000, 1e-20
-0.0119959, 0.0249258, 3.16499, 0.0139628, -0.00182681, -2.85259, 2.85262, 1000, 1e-20
0.0751901, 0.0249752, 3.18788, 0.0033354, -0.0026651, -2.81211, 2.81211, 1000, 1e-20
0.0569608, 0.0249709, 3.23583, -0.0189291, -0.0014856, -2.82057, 2.82064, 1000, 1e-20
0.0121729, 0.0249498, 3.26085, -0.030545, -0.000354684, -2.84137, 2.84153, 1000, 1e-20
-0.038218, 0.0249216, 3.25123, -0.0260774, 0.000198506, -2.86476, 2.86488, 1000, 1e-20
-0.0706348, 0.0248996, 3.21146, -0.00761664, -8.48558e-05, -2.87981, 2.87982, 1000, 1e-20
-0.0699101, 0.0248941, 3.16017, 0.0161998, -0.00107219, -2.87948, 2.87952, 1000, 1e-20
-0.0363831, 0.0249077, 3.12134, 0.0342286, -0.00230154, -2.86391, 2.86411, 1000, 1e-20
0.0142596, 0.0249339, 3.11314, 0.0380343, -0.0031977, -2.8404, 2.84065, 1000, 1e-20
0.0583229, 0.0249606, 3.13942, 0.0258363, -0.00334139, -2.81994, 2.82006, 1000, 1e-20
0.000170867, 0.0749348, 3.18681, 0.00456331, -0.00158916, -2.84789, 2.84789, 1000, 1e-20
0.0251683, 0.0749483, 3.18716, 0.00439847, -0.00194771, -2.83628, 2.83629, 1000, 1e-20
-0.0126344, 0.0749304, 3.20828, -0.00540581, -0.000993175, -2.85384, 2.85384, 1000, 1e-20
-0.0120227, 0.0749258, 3.16498, 0.0146962, -0.00182652, -2.85355, 2.85359, 1000, 1e-20
0.0751633, 0.0749752, 3.18787, 0.00406879, -0.00266481, -2.81307, 2.81308, 1000, 1e-20
0.0569339, 0.0749709, 3.23583, -0.0181957, -0.00148532, -2.82154, 2.8216, 1000, 1e-20
0.012146, 0.0749498, 3.26084, -0.0298116, -0.000354402, -2.84233, 2.84249, 1000, 1e-20
-0.0382449, 0.0749216, 3.25122, -0.025344, 0.000198789, -2.86573, 2.86584, 1000, 1e-20
-0.0706616, 0.0748996, 3.21146, -0.00688325, -8.45732e-05, -2.88078, 2.88078, 1000, 1e-20
-0.069937, 0.0748941, 3.16016, 0.0169332, -0.00107191, -2.88044, 2.88049, 1000, 1e-20
-0.0364099, 0.0749077, 3.12133, 0.034962, -0.00230125, -2.86487, 2.86509, 1000, 1e-20
0.0142327, 0.0749339, 3.11314, 0.0387677, -0.00319742, -2.84136, 2.84163, 1000, 1e-20
0.058296, 0.0749606, 3.13941, 0.0265697, -0.00334111, -2.8209, 2.82103, 1000, 1e-20
0.000144037, 0.124935, 3.1868, 0.0052967, -0.00158887, -2.84885, 2.84886, 1000, 1e-20
0.0251415, 0.124948, 3.18716, 0.00513185, -0.00194743, -2.83725, 2.83725, 1000, 1e-20
-0.0126612, 0.12493, 3.20827, -0.00467242, -0.000992892, -2.8548, 2.8548, 1000, 1e-20
-0.0120496, 0.124926, 3.16498, 0.0154296, -0.00182624, -2.85452, 2.85456, 1000, 1e-20
0.0751364, 0.124975, 3.18787, 0.00480217, -0.00266453, -2.81404, 2.81404, 1000, 1e-20
0.0569071, 0.124971, 3.23582, -0.0174623, -0.00148503, -2.8225, 2.82256, 1000, 1e-20
0.0121192, 0.12495, 3.26084, -0.0290783, -0.000354119, -2.8433, 2.84344, 1000, 1e-20
-0.0382717, 0.124922, 3.25121, -0.0246107, 0.000199071, -2.86669, 2.8668, 1000, 1e-20
-0.0706885, 0.1249, 3.21145, -0.00614987, -8.42907e-05, -2.88174, 2.88175, 1000, 1e-20
-0.0699638, 0.124894, 3.16016, 0.0176666, -0.00107162, -2.8814, 2.88146, 1000, 1e-20
-0.0364367, 0.124908, 3.12133, 0.0356954, -0.00230097, -2.86584, 2.86606, 1000, 1e-20
0.0142059, 0.124934, 3.11313, 0.0395011, -0.00319714, -2.84233, 2.8426, 1000, 1e-20
0.0582692, 0.124961, 3.1394, 0.0273031, -0.00334082, -2.82187, 2.822, 1000, 1e-20
