x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.8718, -0.394315, 0.0252275, -0.125487, -0.693258, 0.0611618, 0.707173, 1003.28, 5246.34
-0.878477, -0.398247, 0.0293006, -0.222704, -0.5794, -0.0686716, 0.624514, 1001.35, 2156.29
-0.896502, -0.408972, 0.045369, -0.413816, -0.751242, -0.218239, 0.885007, 998.58, -2271.45
-0.930489, -0.398968, 0.0684742, -1.25557, -1.06146, -0.337575, 1.67843, 999.445, -887.822
-0.932134, -0.377497, 0.0734559, -1.48859, -1.10272, -0.178605, 1.86113, 1000.59, 949.65
-0.902258, -0.36879, 0.092461, -1.8151, -0.888236, 0.265324, 2.03812, 1000.83, 1322.24
-0.875125, -0.371054, 0.104272, -1.78702, -1.36088, 0.271355, 2.26254, 1002.11, 3380.39
-0.84963, -0.343129, 0.115705, -2.09441, -1.55138, -0.630536, 2.68159, 998.883, -1787.13
-0.809339, -0.319142, 0.127098, -1.48415, -1.36561, -1.03348, 2.26621, 1000.35, 565.078
-0.788358, -0.301495, 0.150593, -1.37696, -1.59476, -1.55545, 2.61892, 1001.4, 2235.84
-0.767912, -0.283002, 0.185844, -0.963472, -1.05407, -2.0321, 2.4837, 998.549, -2321.03
-0.756287, -0.27123, 0.224545, -0.623888, -0.615579, -2.31143, 2.47202, 1001.63, 2605.72
-0.748497, -0.262728, 0.270275, -0.352819, -0.424466, -2.46554, 2.52657, 1002.33, 3724.62
-0.744815, -0.257313, 0.315989, -0.142546, -0.274182, -2.5889, 2.60727, 1000.12, 194.393
-0.743008, -0.253963, 0.365523, -0.0652385, -0.165487, -2.68665, 2.69253, 1000.07, 118.081
-0.742513, -0.251896, 0.413933, 0.00763219, -0.0765007, -2.76039, 2.76146, 999.333, -1067.85
-0.743288, -0.250892, 0.464695, 0.0475565, -0.0504637, -2.76737, 2.76824, 999.983, -27.2052
-0.743884, -0.250254, 0.513839, 0.0481398, -0.0186698, -2.77591, 2.77639, 999.901, -158.854
-0.745735, -0.24998, 0.564661, 0.0506895, -0.0202925, -2.7613, 2.76184, 1000.02, 32.3874
-0.746891, -0.249805, 0.613726, 0.0287549, 6.87239e-05, -2.77088, 2.77103, 999.978, -35.3173
-0.748208, -0.248927, 0.664004, 0.0241808, 0.00892084, -2.76804, 2.76816, 999.983, -27.1413
-0.95869, -0.262702, 0.0307063, 0.157947, -0.347036, 0.154177, 0.41128, 1000.44, 701.546
-0.98637, -0.258841, 0.0342839, -0.431955, -0.617165, 0.0785792, 0.757399, 1006.77, 10831.8
-1.00011, -0.277024, 0.0508065, -0.0650913, -1.22997, 0.0149103, 1.23178, 992.891, -11375
-1.00478, -0.298141, 0.0736225, -0.767861, -1.9066, 0.108309, 2.05827, 1001.69, 2707.26
