x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.895256, -0.41967, 0.0297897, -0.552894, -0.319746, -0.0114845, 0.638797, 1001.04, 1661.71
-0.903271, -0.423731, 0.0309838, -0.666596, -0.505505, 0.0115194, 0.836671, 998.977, -1637.35
-0.925496, -0.443111, 0.0447013, -0.741046, -0.828132, -0.00227638, 1.11129, 999.68, -512.276
-0.981178, -0.447903, 0.0643239, -0.830478, -1.40337, -0.224343, 1.64605, 1000.88, 1400.4
-0.988842, -0.429849, 0.0737676, -1.43383, -1.63915, -0.19094, 2.18612, 1000.92, 1464.17
-0.968667, -0.423359, 0.10168, -1.44034, -1.78692, 0.247461, 2.30844, 999.376, -998.812
-0.946852, -0.429987, 0.113381, -1.29987, -2.17451, 0.0186113, 2.53348, 999.934, -106.024
-0.93357, -0.401718, 0.119199, -1.96696, -1.88819, 0.302063, 2.74325, 998.802, -1916.8
-0.885825, -0.378326, 0.111502, -1.93779, -1.66053, 0.145948, 2.5561, 1001.75, 2806.53
-0.866536, -0.363268, 0.123453, -2.54481, -1.52216, 0.168211, 2.97008, 1000.18, 286.799
-0.833073, -0.340526, 0.135767, -2.36594, -1.69196, -0.31795, 2.92601, 999.379, -993.355
-0.806356, -0.316712, 0.15401, -1.86886, -1.611, -1.11983, 2.70961, 1000.87, 1397.49
-0.786369, -0.294766, 0.180298, -1.71239, -1.18301, -1.84987, 2.78457, 1002.84, 4546.98
-0.768562, -0.277664, 0.215013, -1.19773, -0.829956, -2.30913, 2.73047, 999.389, -976.82
-0.757074, -0.266243, 0.258069, -0.804541, -0.458458, -2.65297, 2.80993, 1000.61, 975.423
-0.749671, -0.259547, 0.301057, -0.432648, -0.358894, -2.82587, 2.88124, 999.091, -1453.91
-0.746461, -0.254839, 0.349728, -0.270121, -0.210953, -2.94883, 2.96868, 1001.04, 1666.54
-0.744117, -0.252175, 0.395291, -0.121554, -0.139983, -3.09945, 3.10499, 999.347, -1045.31
-0.744913, -0.250435, 0.446564, -0.0687673, -0.0133622, -3.10655, 3.10734, 999.999, -2.36246
-0.745307, -0.249826, 0.493965, -0.0265975, 0.00210376, -3.21958, 3.21969, 999.902, -156.927
-0.746304, -0.247315, 0.544485, 0.0361903, 0.0762861, -3.19783, 3.19895, 999.73, -432.677
-0.968815, -0.28394, 0.0454266, 0.11172, -0.406885, 0.869352, 0.966339, 1004.61, 7370.22
-0.998285, -0.284299, 0.0442148, -0.113308, -0.547023, 0.447884, 0.716012, 1001.27, 2038.93
-1.00812, -0.314053, 0.0556183, -0.0446479, -1.3101, 0.197526, 1.32565, 1003.64, 5820.47
