x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.499338, -0.273508, 0.0500919, 0.000379814, 0.0024639, -0.00244666, 0.00349302, 1000.91, 29634.2
-0.498689, -0.275166, 0.099317, 0.00294074, -0.00241408, -0.00440463, 0.00582035, 1000.22, 28989.5
-0.498974, -0.275047, 0.149021, 0.00123678, -0.000152827, -0.00499267, 0.00514585, 1001.1, 28621.3
-0.498953, -0.275007, 0.198882, 0.0015319, -0.000307937, -0.00638523, 0.00657364, 1000.54, 28113.9
-0.498985, -0.275054, 0.248735, 0.00142348, -0.000301155, -0.00790854, 0.00804127, 1000.85, 27708.2
-0.499036, -0.275021, 0.298695, 0.00116463, -0.000253773, -0.00937765, 0.0094531, 1000.65, 27264.6
-0.499087, -0.275052, 0.34875, 0.000983728, -0.000260403, -0.0108037, 0.0108515, 1000.75, 26859.5
-0.499144, -0.27504, 0.398921, 0.000660075, -0.00035021, -0.0119442, 0.0119675, 1000.59, 26438.2
-0.499252, -0.275058, 0.449242, 0.000647872, -0.000400911, -0.0127494, 0.0127722, 1000.68, 26050.5
-0.499323, -0.275093, 0.499742, 0.00025216, -0.000729777, -0.0127013, 0.0127248, 1000.44, 25638.3
-0.499542, -0.275117, 0.55054, 0.000497382, -0.000529231, -0.0128154, 0.012836, 1000.62, 25274
-0.499643, -0.275215, 0.601655, -0.000331934, -0.00113556, -0.0112025, 0.0112648, 1000.22, 24851.7
-0.500086, -0.275283, 0.653357, 0.00101943, 0.000475887, -0.0118838, 0.011937, 1000.58, 24502.6
-0.500312, -0.275469, 0.705748, 0.000179808, 0.000854173, -0.0147143, 0.0147402, 999.838, 24031
-0.501003, -0.275551, 0.75915, 0.00285497, 0.00361884, -0.0182005, 0.0187752, 1000.74, 23720.8
-0.501413, -0.275771, 0.813347, 0.00141347, 0.00631753, -0.0321106, 0.0327567, 999.771, 23112.8
-0.502364, -0.275547, 0.869094, 0.00550117, 0.00899229, -0.0643317, 0.0651897, 1000.54, 22527
-0.502437, -0.276678, 0.924462, -0.00044812, -0.00416513, -0.0795859, 0.0796961, 999.295, 21485.6
-0.504755, -0.280024, 0.983937, 0.0117395, -0.0132672, -0.0914925, 0.0931918, 999.463, 20307.6
-0.478742, -0.256542, 1.02943, 0.021504, -0.00168527, -0.201119, 0.202273, 985.786, 18343.9
-0.468069, -0.246537, 1.04366, 0.0149183, 0.0254512, -0.279696, 0.281247, 987.626, 18619.8
-0.499245, -0.222508, 0.0502211, 0.00111207, 0.00445683, -0.00154487, 0.0048463, 1001.18, 29679.3
-0.498937, -0.225268, 0.0997441, 0.00242089, -0.00426663, -0.00356739, 0.00606557, 999.681, 28927.1
-0.499035, -0.225269, 0.14928, 0.00210304, -0.000627378, -0.00505196, 0.00550806, 1001.05, 28609.7
-0.499056, -0.225181, 0.199042, 0.00190542, -0.000234568, -0.00697683, 0.00723614, 1000.4, 28098.6
-0.499114, -0.225244, 0.248824, 0.00189793, -0.000277248, -0.00892736, 0.00913109, 1000.67, 27690.1
-0.499175, -0.225203, 0.298722, 0.00156455, -0.000194623, -0.0106293, 0.0107456, 1000.54, 27253.3
-0.499243, -0.22525, 0.348729, 0.00124829, -0.000389232, -0.0120891, 0.0121596, 1000.59, 26845.9
-0.499336, -0.225236, 0.398872, 0.000773034, -0.00058565, -0.0132407, 0.0132762, 1000.52, 26433.4
-0.499419, -0.225274, 0.449176, 0.000612684, -0.000899801, -0.0140209, 0.0140631, 1000.54, 26041.8
-0.499575, -0.225345, 0.499685, 0.000230426, -0.00113481, -0.0142058, 0.0142529, 1000.46, 25644.6
-0.499694, -0.225425, 0.550472, 0.000161195, -0.00112209, -0.014175, 0.0142203, 1000.52, 25271.7
-0.499948, -0.225616, 0.6016, -0.000387201, -0.00102942, -0.0133679, 0.0134131, 1000.4, 24876.9
-0.500203, -0.225783, 0.653231, 0.000207506, 0.00116361, -0.0136278, 0.0136789, 1000.58, 24516.5
