x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.499399, -0.27382, 0.0504779, 0.00394949, 0.00305495, -0.000762885, 0.00505106, 1000.82, 11899.9
-0.499023, -0.274875, 0.100006, 0.00298684, -0.00421307, -0.0054389, 0.00750019, 1000.07, 11254.9
-0.499147, -0.275018, 0.149862, 0.00139471, -0.00114144, -0.0072915, 0.00751093, 1001.1, 10889.4
-0.499073, -0.274963, 0.199956, -0.00198938, 0.000300575, -0.0101968, 0.0103934, 1000.39, 10329.7
-0.49903, -0.275021, 0.25001, -0.00177149, 0.00334931, -0.0135641, 0.0140834, 1000.66, 9858.41
-0.498978, -0.27498, 0.300135, 0.00113327, 0.00555738, -0.0185161, 0.0193653, 1000.2, 9309.46
-0.499027, -0.275064, 0.350352, 0.0101541, 0.00801927, -0.0192718, 0.0232124, 1000.59, 8856
-0.499005, -0.274988, 0.400585, 0.0160503, 0.00547934, -0.021411, 0.0273142, 999.977, 8314.85
-0.499242, -0.275102, 0.450929, 0.0227916, 0.00565297, -0.0128105, 0.0267492, 1001.01, 7980.02
-0.499205, -0.274951, 0.501258, 0.0183579, -0.000237149, -0.00869794, 0.0203156, 999.977, 7444.49
-0.499619, -0.275154, 0.551894, 0.0148971, 0.00145115, -0.00317598, 0.0153008, 1001.37, 7174.01
-0.499372, -0.274893, 0.602545, 0.000637837, -0.00576738, 0.00911701, 0.0108069, 999.797, 6605.37
-0.500051, -0.275321, 0.653811, 0.00066641, -0.000194921, 0.00362645, 0.00369232, 1001.48, 6349.09
-0.499805, -0.275126, 0.705704, -0.0101037, -0.00665629, 0.017653, 0.0214014, 999.007, 5636.7
-0.500846, -0.275821, 0.758547, -0.00372818, -0.000735411, 0.0241046, 0.0244022, 1001.58, 5486.68
-0.501029, -0.276103, 0.813325, -0.00624152, -0.00536224, 0.0377671, 0.0386531, 999.062, 4697.76
-0.502458, -0.276775, 0.870132, -0.00611557, 0.00994238, 0.0344991, 0.0364203, 1000.76, 4418.9
-0.501296, -0.275791, 0.928248, -0.0153602, -0.00899587, 0.070334, 0.0725516, 999.709, 3786.27
-0.502751, -0.278872, 0.987241, 0.0051, 0.00819979, 0.0411489, 0.0422667, 998.575, 3163.69
-0.478842, -0.255344, 1.06069, 0.0758205, 0.0439888, -0.25163, 0.266461, 996.212, 2592.13
-0.471201, -0.248531, 1.08235, 0.0732809, 0.0325694, -0.294391, 0.305118, 999.239, 2827.26
-0.499354, -0.223114, 0.0505208, 0.00481187, 0.00372006, -0.00362687, 0.00708146, 1001.12, 11935.4
-0.499194, -0.224833, 0.100355, 0.00479086, -0.0041843, -0.00478519, 0.00795982, 999.787, 11209.3
-0.49928, -0.225201, 0.150136, 0.00383806, -0.00210094, -0.00703138, 0.0082816, 1001.15, 10887.2
-0.499221, -0.225146, 0.200146, -0.00242875, -0.00198538, -0.00744881, 0.0080824, 1000.51, 10349.6
-0.4992, -0.225172, 0.250133, -0.00756847, -0.0011211, -0.00990045, 0.0125123, 1000.73, 9886.85
-0.499137, -0.225104, 0.300199, -0.00803503, 0.00112064, -0.0152379, 0.017263, 1000.25, 9339.27
-0.499134, -0.225168, 0.35034, -0.00211394, 0.00340346, -0.0167361, 0.017209, 1000.35, 8855.59
-0.499142, -0.225072, 0.400555, 0.00737149, 0.00375869, -0.0209563, 0.0225307, 999.73, 8300.48
-0.499298, -0.225178, 0.450879, 0.0165967, 0.00437926, -0.0153417, 0.0230216, 1000.24, 7904.91
-0.499409, -0.225101, 0.501268, 0.0189053, 0.000881925, -0.0101675, 0.0214841, 999.867, 7422.2
-0.499672, -0.22529, 0.551883, 0.0168501, 0.00151186, -0.00623696, 0.0180309, 1000.45, 7070.55
-0.499689, -0.225232, 0.602623, 0.00405854, -0.00412591, 0.00683891, 0.0089591, 1000.06, 6612.45
-0.500082, -0.225731, 0.653849, 0.00133587, -0.00168008, 0.00483288, 0.00528809, 1000.77, 6276.56
-0.500117, -0.2259, 0.705717, -0.0104828, -0.00703689, 0.0157994, 0.0202245, 999.651, 5691.77
-0.50087, -0.226872, 0.758297, -0.00702678, -4.99264e-05, 0.0222125, 0.0232975, 1000.64, 5387.03
-0.501356, -0.22786, 0.81282, -0.00377806, -0.00418664, 0.0283922, 0.0289468, 999.814, 4778.35
-0.502265, -0.22878, 0.868017, -0.00778783, 0.00644578, 0.0448581, 0.0459832, 1000.41, 4431.32
-0.501741, -0.228528, 0.926653, 0.00193201, 0.0243705, 0.0337035, 0.0416363, 999.686, 3795.57
-0.505122, -0.235421, 0.985221, 0.00618978, 0.0232606, -0.0144425, 0.0280706, 1000.07, 3404.21
-0.494745, -0.209064, 1.03996, -0.00305042, 0.0901677, -0.158517, 0.182393, 1002.13, 3439.85
-0.479406, -0.21822, 1.07732, 0.0643909, 0.0559392, -0.247389, 0.26168, 1000.92, 3125.45
-0.499182, -0.173029, 0.0506579, 0.0091839, 0.00638428, -0.0016169, 0.0113012, 1001.34, 11959.7
-0.499193, -0.174889, 0.100705, 0.00931346, -0.00270755, -0.00486756, 0.0108519, 999.664, 11181.5
-0.499296, -0.175332, 0.150468, 0.00793674, -0.00179859, -0.00629853, 0.0102907, 1001.16, 10876.5
-0.499275, -0.175296, 0.200416, 0.00221396, -0.00203206, -0.00654957, 0.00720609, 1000.56, 10357.8
-0.499278, -0.175328, 0.250333, -0.00562948, -0.00211983, -0.00749179, 0.0096079, 1000.91, 9922.66
-0.49923, -0.175239, 0.300346, -0.0091123, -0.000975377, -0.0119154, 0.015032, 1000.51, 9393.91
-0.499205, -0.175303, 0.350443, -0.00862521, 0.00149268, -0.0148928, 0.0172747, 1000.6, 8909.98
-0.499178, -0.17519, 0.40062, -5.98825e-05, 0.00222226, -0.0185457, 0.0186785, 1000.06, 8360.11
-0.499291, -0.175319, 0.450947, 0.007719, 0.0040158, -0.0168593, 0.0189723, 1000.49, 7940.19
-0.499394, -0.175242, 0.501295, 0.0148899, 0.00140159, -0.0103592, 0.018193, 1000.05, 7449.46
-0.49965, -0.175525, 0.551928, 0.0132063, 0.00125674, -0.00754351, 0.0152607, 1000.87, 7107.38
-0.499689, -0.175448, 0.60255, 0.0052711, -0.00407985, 0.00438373, 0.00797789, 999.937, 6599.53
-0.500159, -0.176169, 0.653733, 0.00142192, -0.00296809, 0.00416109, 0.00530529, 1001.16, 6316.46
