x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.499338, -0.273561, 0.0501483, 0.000167011, 0.00277649, -0.00286638, 0.00399411, 1000.9, 12676.5
-0.498739, -0.275118, 0.0994159, 0.00238276, -0.00215043, -0.00511377, 0.00603759, 1000.17, 12014.1
-0.49899, -0.275044, 0.149136, 0.0007032, -3.83006e-05, -0.00603737, 0.00607831, 1001.1, 11627
-0.498973, -0.275001, 0.199028, 0.000761684, -5.22367e-05, -0.00779254, 0.00782985, 1000.53, 11083.4
-0.499001, -0.27505, 0.248915, 0.000610405, 9.716e-05, -0.00969612, 0.0097158, 1000.83, 10627.7
-0.499047, -0.275019, 0.29891, 0.000516815, 0.000179988, -0.0113812, 0.0113943, 1000.63, 10124
-0.499098, -0.275051, 0.348996, 0.000774489, 0.0001676, -0.0129561, 0.0129803, 1000.74, 9648.61
-0.499151, -0.275035, 0.399192, 0.000639642, -0.000194545, -0.0138267, 0.0138428, 1000.57, 9146.39
-0.499261, -0.275052, 0.449528, 0.00072246, -0.000281617, -0.0142791, 0.0143002, 1000.7, 8672.84
-0.499321, -0.275077, 0.500026, -7.81654e-05, -0.000932615, -0.0138088, 0.0138405, 1000.41, 8156.9
-0.499548, -0.275108, 0.550824, 0.000215701, -0.000465113, -0.0132736, 0.0132835, 1000.7, 7697.75
-0.499627, -0.275187, 0.601904, -0.00118116, -0.001712, -0.0110481, 0.0112422, 1000.12, 7147.11
-0.5001, -0.275294, 0.653615, 0.000325802, 0.000432672, -0.0102281, 0.0102424, 1000.67, 6714.75
-0.500301, -0.275469, 0.706005, -0.00142285, -0.000786123, -0.00859933, 0.00875162, 999.875, 6134.13
-0.501056, -0.275638, 0.759526, 0.00164687, 0.00450718, -0.0141021, 0.0148961, 1000.65, 5719.04
-0.501428, -0.275905, 0.814032, -8.9511e-05, 0.00536946, -0.024195, 0.0247838, 999.492, 5103.84
-0.502484, -0.275765, 0.87029, 0.0035575, 0.0109316, -0.0459595, 0.0473754, 1001.58, 4779.93
-0.502294, -0.276645, 0.926123, -0.0157019, -0.00274902, -0.0816775, 0.0832185, 998.855, 3875.01
-0.50455, -0.279942, 0.985662, -0.0208343, -0.00863879, -0.0859032, 0.0888147, 998.252, 3276.69
-0.477914, -0.256362, 1.03332, -0.0347527, -0.0160077, -0.210288, 0.21374, 1001.81, 3154.7
