x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.499439, -0.273928, 0.050429, 0.0020061, 0.00763344, -0.000819323, 0.00793506, 1001.33, 14591.8
-0.499062, -0.274873, 0.100111, 0.00798385, 0.00655603, -0.00778175, 0.0129336, 999.589, 13774.8
-0.499173, -0.275073, 0.150039, 0.00874504, 0.00662872, -0.011137, 0.0156348, 1001.21, 13445.5
-0.499133, -0.275036, 0.200239, 0.0132096, 0.00376063, -0.0165199, 0.0214836, 1000.52, 12907.1
-0.499235, -0.275114, 0.250347, 0.0195786, -0.00108628, -0.0141207, 0.024164, 1001.37, 12546.4
-0.499301, -0.27505, 0.300459, 0.0177599, -0.00659669, -0.00698212, 0.0201911, 1001.26, 12110.2
-0.499494, -0.275129, 0.35063, 0.0101412, -0.00973442, -0.00366301, 0.0145266, 1002, 11758.3
-0.499388, -0.274927, 0.400721, -0.00991399, -0.0154157, 0.008508, 0.0202069, 1001.37, 11251.9
-0.49959, -0.275067, 0.450932, -0.0206608, -0.0105354, -0.000205042, 0.0231928, 1002.16, 10837.3
-0.499276, -0.274806, 0.501148, -0.0350796, -0.0125275, 0.0104088, 0.0386764, 1000.26, 10113.9
-0.49959, -0.275095, 0.551752, -0.0286167, -0.00329606, -0.00508381, 0.0292511, 1002.35, 9759.78
-0.499176, -0.274765, 0.602267, -0.0235059, -0.00441393, 0.000266222, 0.0239182, 998.26, 8704.65
-0.499937, -0.275314, 0.653739, -0.00788804, 0.00195131, -0.00147053, 0.0082578, 1002.81, 8632.81
-0.499619, -0.275009, 0.705167, -0.00306646, -0.00249833, 0.0114664, 0.0121295, 997.855, 7446.59
-0.50086, -0.275834, 0.758176, 0.00445191, 0.00342397, 0.013267, 0.0144068, 1001.58, 7298.47
-0.500816, -0.275987, 0.812284, -0.0130989, -0.00698559, 0.0596528, 0.0614722, 999.329, 6539.62
-0.502395, -0.27699, 0.869294, -0.00191934, 0.00548417, 0.040294, 0.0407107, 1001.22, 6177.32
-0.500924, -0.275325, 0.926216, -0.034102, -0.031894, 0.117766, 0.126685, 1000.06, 5469.19
-0.503057, -0.279357, 0.986266, 0.010989, 0.0446471, 0.0311337, 0.0555286, 999.71, 4693.41
-0.480501, -0.256595, 1.06518, 0.105546, 0.0688272, -0.194918, 0.232099, 996.2, 3857.09
-0.472717, -0.249299, 1.08745, 0.0911018, 0.0335886, -0.219639, 0.240144, 1003.24, 4451.12
-0.499344, -0.223227, 0.050514, -0.00166829, 0.0140816, 0.00226804, 0.0143603, 1001.13, 14621.7
-0.49913, -0.224739, 0.100436, -0.0033219, 0.00177602, -0.00805509, 0.00889235, 999.238, 13764
-0.499217, -0.225198, 0.150286, -0.000523749, 0.00613245, -0.011312, 0.012878, 1000.87, 13427.6
-0.499163, -0.225168, 0.200342, 0.0090135, 0.00490842, -0.0164925, 0.0194252, 1000.05, 12855.2
-0.499253, -0.225245, 0.250422, 0.0224873, 0.00522441, -0.01677, 0.0285343, 1000.4, 12418.3
-0.499363, -0.225189, 0.300512, 0.0309991, 0.00107084, -0.0113274, 0.0330212, 1000.49, 11980.7
-0.499574, -0.225271, 0.350635, 0.0308216, -0.000351437, -0.0077309, 0.0317783, 1000.87, 11589.8
-0.499639, -0.225109, 0.400767, 0.0137921, -0.0077534, 0.0039199, 0.0163004, 1001.21, 11185.3
-0.49979, -0.2252, 0.450917, -0.00225654, -0.00656084, 0.00169475, 0.00714205, 1001.61, 10756.6
-0.49968, -0.225043, 0.50121, -0.023703, -0.0100881, 0.00936673, 0.0274105, 1000.78, 10148.7
-0.499725, -0.225257, 0.551745, -0.030223, -0.00565011, 0.000660383, 0.0307537, 1002.15, 9755.25
-0.499544, -0.225096, 0.602334, -0.0271198, -0.00780578, 0.00250645, 0.0283319, 999.01, 8787.01
-0.499896, -0.225746, 0.653731, -0.018411, 0.00261594, 0.000690321, 0.0186087, 1002.16, 8589.71
-0.499874, -0.225728, 0.705227, -0.00822161, -0.011849, 0.0121168, 0.0188364, 998.671, 7536.36
