x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.0157651, -0.240427, 1.98568, 6.70068, -8.64014, -12.4031, 16.5345, 1343.04, 3.20248e+07
0.00874568, -0.239083, 1.99041, 6.65999, -8.4904, -12.235, 16.3137, 1189.33, 3.20248e+07
-0.0314404, -0.24887, 2.00323, 6.72173, -9.44909, -12.7735, 17.2519, 1189.37, 3.20248e+07
-0.0246021, -0.23333, 1.96339, 6.72032, -7.98101, -12.201, 16.0537, 1189.35, 3.20248e+07
0.0577672, -0.236395, 1.99988, 6.57861, -8.19093, -11.8987, 15.8729, 681.322, 3.20248e+07
0.0329471, -0.25464, 2.0409, 6.60874, -9.93051, -12.6541, 17.3901, 650.271, 3.20248e+07
-0.0146646, -0.266235, 2.05609, 6.6819, -11.0663, -13.2921, 18.5416, 650.271, 3.20248e+07
-0.0627912, -0.265755, 2.03833, 6.76384, -11.067, -13.5141, 18.7313, 681.396, 3.20248e+07
-0.088915, -0.253424, 1.99593, 6.81623, -9.93216, -13.2164, 17.8824, 650.271, 3.20248e+07
-0.0808131, -0.235013, 1.94874, 6.81456, -8.19281, -12.5381, 16.4549, 650.271, 3.20248e+07
-0.0422762, -0.219135, 1.91883, 6.75961, -6.66275, -11.7966, 15.1409, 681.395, 3.20248e+07
0.00866486, -0.213219, 1.92019, 6.67708, -6.05789, -11.339, 14.4863, 650.265, 3.20248e+07
0.0481755, -0.220034, 1.9522, 6.6056, -6.66122, -11.3792, 14.7476, 650.181, 3.20248e+07
-0.0216362, -0.193836, 2.00284, 6.01898, -9.31034, -10.8175, 15.4896, 1591.9, 3.20248e+07
0.00287451, -0.192492, 2.00758, 5.97829, -9.1606, -10.6493, 15.2665, 1406.36, 3.20248e+07
-0.0373116, -0.202278, 2.02039, 6.04003, -10.1193, -11.1878, 16.2496, 1406.41, 3.20248e+07
-0.0304733, -0.186738, 1.98056, 6.03862, -8.65121, -10.6153, 14.9664, 1406.39, 3.20248e+07
0.051896, -0.189804, 2.01705, 5.89691, -8.86113, -10.313, 14.8207, 806.543, 3.20248e+07
0.027076, -0.208049, 2.05807, 5.92704, -10.6007, -11.0685, 16.4322, 768.239, 3.20248e+07
-0.0205357, -0.219643, 2.07326, 6.00019, -11.7365, -11.7065, 17.6292, 768.239, 3.20248e+07
-0.0686624, -0.219163, 2.05549, 6.08213, -11.7372, -11.9285, 17.8057, 806.631, 3.20248e+07
-0.0947862, -0.206833, 2.0131, 6.13453, -10.6024, -11.6307, 16.8913, 768.239, 3.20248e+07
-0.0866842, -0.188421, 1.96591, 6.13286, -8.86301, -10.9524, 15.3662, 768.239, 3.20248e+07
-0.0481473, -0.172543, 1.936, 6.0779, -7.33296, -10.211, 13.9635, 806.631, 3.20248e+07
0.00279368, -0.166628, 1.93736, 5.99538, -6.72809, -9.75334, 13.2793, 768.232, 3.20248e+07
0.0423043, -0.173442, 1.96937, 5.9239, -7.33142, -9.79356, 13.5925, 768.132, 3.20248e+07
-0.0275074, -0.147244, 2.02001, 5.33728, -9.98054, -9.23185, 14.6056, 1591.9, 3.20248e+07
-0.00299667, -0.1459, 2.02475, 5.29658, -9.83081, -9.06371, 14.3823, 1406.36, 3.20248e+07
-0.0431828, -0.155687, 2.03756, 5.35833, -10.7895, -9.60219, 15.4054, 1406.41, 3.20248e+07
-0.0363444, -0.140147, 1.99773, 5.35692, -9.32142, -9.0297, 14.04, 1406.39, 3.20248e+07
0.0460248, -0.143212, 2.03422, 5.2152, -9.53133, -8.72741, 13.936, 806.543, 3.20248e+07
0.0212048, -0.161457, 2.07524, 5.24534, -11.2709, -9.48283, 15.6356, 768.239, 3.20248e+07
-0.0264069, -0.173052, 2.09042, 5.31849, -12.4067, -10.1208, 16.8714, 768.239, 3.20248e+07
-0.0745335, -0.172572, 2.07266, 5.40043, -12.4074, -10.3429, 17.0318, 806.631, 3.20248e+07
-0.100657, -0.160241, 2.03027, 5.45282, -11.2726, -10.0451, 16.0533, 768.239, 3.20248e+07
-0.0925554, -0.14183, 1.98307, 5.45115, -9.53321, -9.36681, 14.4338, 768.239, 3.20248e+07
-0.0540185, -0.125952, 1.95316, 5.3962, -8.00316, -8.62538, 12.9448, 806.631, 3.20248e+07
-0.00307749, -0.120036, 1.95453, 5.31368, -7.39829, -8.16771, 12.2344, 768.232, 3.20248e+07
0.0364332, -0.126851, 1.98654, 5.2422, -8.00162, -8.20793, 12.6046, 768.132, 3.20248e+07
-0.0333786, -0.100653, 2.03718, 4.65557, -10.6507, -7.64622, 13.9132, 1591.9, 3.20248e+07
-0.00886784, -0.099309, 2.04192, 4.61488, -10.501, -7.47807, 13.6927, 1406.36, 3.20248e+07
-0.049054, -0.109095, 2.05473, 4.67662, -11.4597, -8.01656, 14.7466, 1406.41, 3.20248e+07
-0.0422156, -0.0935553, 2.0149, 4.67521, -9.99162, -7.44406, 13.308, 1406.39, 3.20248e+07
0.0401536, -0.096621, 2.05139, 4.5335, -10.2015, -7.14178, 13.2525, 806.543, 3.20248e+07
0.0153336, -0.114866, 2.09241, 4.56364, -11.9411, -7.8972, 15.0261, 768.239, 3.20248e+07
-0.0322781, -0.126461, 2.10759, 4.63679, -13.077, -8.53519, 16.2898, 768.239, 3.20248e+07
-0.0804047, -0.12598, 2.08983, 4.71873, -13.0776, -8.75725, 16.4311, 806.631, 3.20248e+07
-0.106529, -0.11365, 2.04744, 4.77112, -11.9428, -8.45947, 15.3934, 768.239, 3.20248e+07
-0.0984266, -0.0952383, 2.00024, 4.76945, -10.2034, -7.78118, 13.6896, 768.239, 3.20248e+07
-0.0598897, -0.0793602, 1.97033, 4.7145, -8.67336, -7.03975, 12.1248, 806.638, 3.20201e+07
-0.00894867, -0.0734446, 1.9717, 4.63198, -8.0685, -6.58207, 11.3965, 768.232, 3.20248e+07
0.030562, -0.0802594, 2.0037, 4.56049, -8.67183, -6.6223, 11.826, 768.132, 3.20248e+07
-0.0392498, -0.0540615, 2.05435, 3.97387, -11.3209, -6.06059, 13.442, 1591.9, 3.20248e+07
-0.014739, -0.0527175, 2.05909, 3.93318, -11.1712, -5.89244, 13.2283, 1406.36, 3.20248e+07
-0.0549251, -0.0625039, 2.0719, 3.99492, -12.1299, -6.43093, 14.2986, 1406.41, 3.20248e+07
-0.0480868, -0.0469639, 2.03207, 3.99351, -10.6618, -5.85843, 12.8041, 1406.39, 3.20248e+07
0.0342825, -0.0500296, 2.06855, 3.8518, -10.8717, -5.55615, 12.8024, 806.543, 3.20248e+07
0.00946243, -0.0682743, 2.10958, 3.88193, -12.6113, -6.31157, 14.6271, 768.239, 3.20248e+07
-0.0381493, -0.0798691, 2.12476, 3.95508, -13.7472, -6.94956, 15.9036, 768.239, 3.20248e+07
-0.0862759, -0.0793889, 2.107, 4.03703, -13.7478, -7.17161, 16.0229, 806.631, 3.20248e+07
-0.1124, -0.0670584, 2.06461, 4.08942, -12.613, -6.87383, 14.9352, 768.239, 3.20248e+07
-0.104298, -0.0486468, 2.01741, 4.08775, -10.8736, -6.19555, 13.1655, 768.239, 3.20248e+07
-0.0657609, -0.0327687, 1.9875, 4.03279, -9.34356, -5.45412, 11.5461, 806.721, 3.2053e+07
-0.0148198, -0.0268532, 1.98887, 3.95027, -8.7387, -4.99644, 10.8136, 768.232, 3.20248e+07
0.0246908, -0.033668, 2.02087, 3.87879, -9.34203, -5.03666, 11.2998, 768.132, 3.20248e+07
-0.0451209, -0.00747003, 2.07152, 3.29217, -11.9912, -4.47495, 13.2156, 1343.04, 3.20248e+07
-0.0206102, -0.00612605, 2.07625, 3.25148, -11.8414, -4.30681, 13.0131, 1189.33, 3.20248e+07
