x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.985433, -0.492059, 0.0880109, 0.05, 0.689194, 0.133366, 0.608636, 0.929093, 1066.9, 107036, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.974378, -0.487812, 0.845699, 0.05, -0.480548, 1.3357, 3.9814, 4.22689, 1074.69, 119505, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.996042, -0.493758, 0.626284, 0.05, 0.547762, -0.231507, 1.62762, 1.73285, 1064.73, 103575, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.997057, -0.490577, 0.260985, 0.05, 0.460644, 0.0881513, 0.35266, 0.586799, 1049.34, 78951.3, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.970011, -0.425094, 1.08265, 0.05, -0.588015, 0.427114, 3.99581, 4.06137, 1001.54, 2459.48, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.960663, -0.433033, 1.01463, 0.05, 0.691127, 0.223141, 5.83195, 5.877, 981.434, -29705.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.995232, -0.485397, 0.499578, 0.05, -0.620808, -0.28779, 1.06603, 1.26675, 1054.83, 87720.1, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.988831, -0.502047, 0.992829, 0.05, -0.169016, -1.41424, 6.03412, 6.19994, 997.565, -3896.39, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.900607, -0.458934, 0.96069, 0.05, 1.75346, 1.10467, 9.45011, 9.67468, 948.868, -81811.1, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.976623, -0.42613, 1.06968, 0.05, -1.12289, 0.120097, 6.50105, 6.5984, 1014.67, 23469.1, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.9665, -0.497516, 0.595444, 0.05, -0.495953, -0.673319, 1.28862, 1.53619, 1015.92, 25479.1, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00246, -0.44035, 1.03354, 0.05, 1.2904, 0.0853196, 4.52282, 4.70408, 990.238, -15618.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00268, -0.422981, 0.697713, 0.05, 0.0411511, -2.28324, 2.86655, 3.66497, 1117.85, 188560, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.913573, -0.492069, 0.982352, 0.05, -0.546262, 1.38753, 4.34369, 4.59252, 1010.58, 16922.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.931147, -0.413919, 0.849797, 0.05, 0.346219, 0.0106594, 6.64616, 6.65518, 1087.19, 139504, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.975221, -0.459362, 0.93562, 0.05, 1.22777, -0.198441, 5.66402, 5.79895, 1078.56, 125695, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.886377, -0.477207, 0.970139, 0.05, 1.94289, 1.7891, 6.30578, 6.83656, 1028.78, 46042.1, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.96519, -0.467347, 0.99649, 0.05, 0.376284, 0.508952, 6.49408, 6.52485, 952.864, -75416.9, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.97709, -0.471033, 0.933945, 0.05, 0.702883, 2.2194, 5.8716, 6.31629, 1001.12, 1784.68, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00532, -0.435642, 0.779188, 0.05, 0.827964, 3.49366, -0.295564, 3.60257, 1003.45, 5526.17, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
