x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.986776, -0.489392, 0.110965, 0.05, 0.106625, -0.00173194, 0.177109, 0.206735, 1052.03, 83255.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.971003, -0.417601, 1.61754, 0.05, 0.889689, 1.74601, 5.85426, 6.17353, 1006.13, 9801.29, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.993292, -0.494662, 0.806809, 0.05, -0.829945, -0.00800442, 1.35231, 1.5867, 1052.28, 83649.2, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.992473, -0.494586, 0.268594, 0.05, -0.139169, 0.044755, 0.345959, 0.375578, 1035.11, 56170.9, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.942093, -0.279051, 1.66587, 0.05, -1.00826, 2.15896, 4.74892, 5.31319, 1007.19, 11503.6, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.919426, -0.493455, 1.67447, 0.05, 0.552123, -0.201444, 4.5818, 4.61934, 1014.1, 22558.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.985247, -0.493705, 0.584584, 0.05, -0.745133, 0.452785, 1.12764, 1.42542, 1022.17, 35468, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00015, -0.419006, 1.57256, 0.05, 0.335154, -1.2671, 3.55898, 3.79266, 1061.18, 97891, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.651092, -0.489034, 1.67573, 0.05, 1.72743, 1.20082, 5.17572, 5.58696, 1002.12, 3395.76, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.992913, -0.407223, 1.62672, 0.05, 1.32742, 0.010531, 2.54534, 2.8707, 978.615, -34215.4, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
