x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
0, -0.15, 3.08236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.05, -0.15, 3.08236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0250013, -0.15, 3.12566, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0249973, -0.15, 3.12566, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.05, -0.15, 3.08236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0250053, -0.15, 3.03906, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0249933, -0.15, 3.03905, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.1, -0.15, 3.08236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0866033, -0.15, 3.13236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0500027, -0.15, 3.16896, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
4.63268e-06, -0.15, 3.18236, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0499947, -0.15, 3.16897, 0.05, 2e-20, 2e-20, -0.588306, 0.588306, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
