x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
0.0390643, -0.140986, 2.21326, 0.05, 0.0526344, 0.0457014, 1.02134, 1.02371, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0890532, -0.14198, 2.21291, 0.05, 0.0525342, 0.0415409, 1.01887, 1.02107, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0645071, -0.134184, 2.25577, 0.05, 0.0555291, 0.0559044, 1.01797, 1.02102, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0145195, -0.13319, 2.25612, 0.05, 0.0556294, 0.0600654, 1.02044, 1.02372, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0109245, -0.139992, 2.21362, 0.05, 0.0527348, 0.0498631, 1.02381, 1.02638, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0136176, -0.147788, 2.17076, 0.05, 0.0497398, 0.0354993, 1.0247, 1.02652, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0636051, -0.148783, 2.1704, 0.05, 0.0496392, 0.031337, 1.02224, 1.02392, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.139042, -0.142973, 2.21256, 0.05, 0.0524341, 0.0373805, 1.0164, 1.01844, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.126164, -0.134279, 2.26193, 0.05, 0.0558612, 0.0526787, 1.0146, 1.0175, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0899498, -0.127381, 2.29827, 0.05, 0.0584237, 0.0661074, 1.01461, 1.01843, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0401012, -0.124129, 2.31183, 0.05, 0.0594351, 0.0740687, 1.01641, 1.02084, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0100252, -0.125393, 2.29898, 0.05, 0.0586244, 0.0744295, 1.01954, 1.02394, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
