x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
0.00159412, -0.145558, 2.22739, 0.05, 0.00653011, 0.0461787, -1.82923, 1.82982, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0515908, -0.145631, 2.22796, 0.05, 0.00648401, 0.0469593, -1.82511, 1.82573, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0261048, -0.141615, 2.27079, 0.05, 0.00292855, 0.0598806, -1.82844, 1.82942, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0238905, -0.141542, 2.27022, 0.05, 0.00297446, 0.0591007, -1.83255, 1.83351, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0484026, -0.145486, 2.22682, 0.05, 0.00657583, 0.0453994, -1.83334, 1.83392, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0229207, -0.149502, 2.18399, 0.05, 0.0101315, 0.0324774, -1.83002, 1.83033, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0270747, -0.149574, 2.18455, 0.05, 0.010086, 0.0332559, -1.8259, 1.82623, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.101587, -0.145703, 2.22853, 0.05, 0.00643791, 0.04774, -1.82099, 1.82163, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0876271, -0.141088, 2.27816, 0.05, 0.0023182, 0.0629016, -1.82356, 1.82465, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0506156, -0.137671, 2.31419, 0.05, -0.000673002, 0.0735826, -1.82765, 1.82913, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.000469585, -0.136368, 2.32696, 0.05, -0.00173424, 0.0769212, -1.83216, 1.83377, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0493751, -0.137526, 2.31305, 0.05, -0.000581185, 0.0720228, -1.83588, 1.83729, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0855634, -0.140837, 2.27619, 0.05, 0.00247723, 0.0601999, -1.83782, 1.83881, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0983993, -0.145413, 2.22625, 0.05, 0.00662155, 0.0446202, -1.83746, 1.83801, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0844436, -0.150027, 2.17662, 0.05, 0.0107414, 0.0294581, -1.83489, 1.83516, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0474354, -0.153445, 2.14059, 0.05, 0.0137328, 0.018776, -1.83081, 1.83095, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.00270938, -0.154749, 2.12782, 0.05, 0.0147945, 0.0154361, -1.8263, 1.82642, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0525554, -0.153591, 2.14172, 0.05, 0.0136418, 0.020333, -1.82257, 1.82274, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0887471, -0.15028, 2.17858, 0.05, 0.0105837, 0.032155, -1.82063, 1.82095, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.151584, -0.145775, 2.22911, 0.05, 0.0063918, 0.0485207, -1.81688, 1.81754, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.14196, -0.141047, 2.28009, 0.05, 0.00216041, 0.0641508, -1.81913, 1.82026, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.115406, -0.136863, 2.32471, 0.05, -0.00154397, 0.0776133, -1.82259, 1.82425, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0751263, -0.133728, 2.35759, 0.05, -0.00427456, 0.0872846, -1.82686, 1.82895, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0259777, -0.132019, 2.37477, 0.05, -0.00570201, 0.0919982, -1.83141, 1.83373, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0261118, -0.131944, 2.37418, 0.05, -0.00565418, 0.0911856, -1.8357, 1.83797, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0748597, -0.13351, 2.35588, 0.05, -0.00413683, 0.0849448, -1.83921, 1.84117, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.114387, -0.13653, 2.32208, 0.05, -0.00133296, 0.0740285, -1.84151, 1.843, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.139926, -0.140638, 2.27686, 0.05, 0.00241925, 0.0597534, -1.84234, 1.84331, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.148396, -0.14534, 2.22568, 0.05, 0.00666726, 0.043841, -1.84158, 1.84211, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.138777, -0.150068, 2.1747, 0.05, 0.0108987, 0.0282105, -1.83933, 1.83958, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.112227, -0.154252, 2.13008, 0.05, 0.0146033, 0.0147472, -1.83586, 1.83598, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0719502, -0.157388, 2.09719, 0.05, 0.0173342, 0.00507473, -1.8316, 1.83168, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0228032, -0.159097, 2.08001, 0.05, 0.018762, 0.000359717, -1.82704, 1.82714, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0292864, -0.159173, 2.0806, 0.05, 0.0187146, 0.00117083, -1.82275, 1.82285, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.078036, -0.157607, 2.09889, 0.05, 0.0171976, 0.00741023, -1.81925, 1.81934, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.117566, -0.154588, 2.13268, 0.05, 0.0143941, 0.0183254, -1.81694, 1.81709, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.143109, -0.15048, 2.1779, 0.05, 0.0106421, 0.0325999, -1.81612, 1.81644, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.201581, -0.145848, 2.22968, 0.05, 0.0063457, 0.0493013, -1.81276, 1.81344, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.194737, -0.141267, 2.27913, 0.05, 0.0022411, 0.0644934, -1.81474, 1.81588, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.175757, -0.136957, 2.32533, 0.05, -0.00159403, 0.0785348, -1.81762, 1.81932, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.145835, -0.133187, 2.36538, 0.05, -0.00491872, 0.0905433, -1.82124, 1.82349, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.106851, -0.130194, 2.39675, 0.05, -0.00752408, 0.0997643, -1.82535, 1.82809, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0612527, -0.128166, 2.41749, 0.05, -0.00924642, 0.105619, -1.82971, 1.83278, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0119064, -0.127231, 2.42628, 0.05, -0.00997751, 0.107738, -1.83404, 1.83723, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0380878, -0.127448, 2.42257, 0.05, -0.00967143, 0.10599, -1.83807, 1.84115, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0855888, -0.128803, 2.4066, 0.05, -0.00834741, 0.100484, -1.84154, 1.8443, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.127612, -0.13121, 2.37937, 0.05, -0.00608864, 0.0915659, -1.84424, 1.84652, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.161517, -0.134519, 2.34259, 0.05, -0.00303703, 0.0797961, -1.84599, 1.84772, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.185174, -0.138521, 2.29858, 0.05, 0.000615688, 0.0659141, -1.84669, 1.84787, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.197097, -0.142966, 2.25009, 0.05, 0.00464, 0.0507922, -1.8463, 1.847, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.196535, -0.147573, 2.20017, 0.05, 0.00878308, 0.0353804, -1.84483, 1.84519, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
