x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.986974, -0.488918, 0.218016, 0.05, -0.0317052, 0.0345436, 0.0777769, 0.090817, 1019.45, 31125.2, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.946042, -0.0975806, 1.48017, 0.05, -0.190754, -0.460108, -1.13597, 1.24037, 1004.48, 7173.16, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.992131, -0.492621, 1.16735, 0.05, 0.26699, -0.11566, 0.790471, 0.842321, 1009.63, 15406.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.991695, -0.490853, 0.438059, 0.05, -0.0292818, 0.0143099, 0.211794, 0.214287, 1007.01, 11214.8, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0644782, -0.0114534, 1.34597, 0.05, -0.0133264, -0.0790562, 0.384314, 0.392587, 1002.15, 3432.95, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.277958, 0.0740782, 1.40496, 0.05, 0.499555, 0.103033, 0.0508813, 0.512601, 1004.85, 7753.62, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.983464, -0.492967, 0.84061, 0.05, -0.0545676, -0.00103724, -0.0814426, 0.0980388, 1007.61, 12180.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.0239861, 0.070094, 1.26014, 0.05, -0.176736, -0.0277882, 0.258994, 0.314779, 999.157, -1349.09, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.659672, 0.00655721, 1.35085, 0.05, 0.150795, -0.296681, -0.244537, 0.412986, 1003.39, 5416.87, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0362339, -0.0106617, 1.24874, 0.05, 0.110999, -0.296466, 0.178517, 0.36343, 1003.23, 5164.67, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.994299, -0.497652, 1.08759, 0.05, -0.046441, 0.13018, 0.132279, 0.191315, 1003.79, 6070.49, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0126733, 0.0353389, 1.23877, 0.05, -0.177565, 0.0421214, 0.0678086, 0.194684, 1008.13, 13012.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00099, -0.458373, 1.26949, 0.05, -0.216729, -0.233883, -0.171699, 0.362151, 1005.26, 8413.01, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.606389, 0.0165086, 1.32233, 0.05, 0.103294, -0.119525, -0.317621, 0.354738, 995.677, -6917.36, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.00862682, 0.0865383, 1.32892, 0.05, -0.0409728, 0.0546526, 0.231497, 0.241364, 998.899, -1761.29, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.568556, 0.0724321, 1.36372, 0.05, 0.00768885, 0.0758074, -0.321758, 0.330657, 997.43, -4111.84, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.247923, -0.116022, 1.37154, 0.05, 0.192859, -0.230337, 0.0761967, 0.309929, 1004.34, 6942.83, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.00980167, 0.0410039, 1.3398, 0.05, -0.0845668, -0.144752, 0.124035, 0.208541, 999.767, -373.091, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.420043, 0.205535, 1.44377, 0.05, 0.513369, 0.445592, -0.359641, 0.769053, 1001.78, 2845.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.826676, -0.160544, 1.26249, 0.05, 0.512685, 0.0998849, -0.142594, 0.541439, 1006.04, 9660, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.01194, -0.240857, 2.38779, 0.05, -0.00264415, -0.0477406, -0.525063, 0.527235, 999.99, -15.5608, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00952, -0.211628, 1.33045, 0.05, 0.242556, -0.179831, -0.200436, 0.362418, 1005.13, 8201.48, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.87528, -0.554974, 1.5509, 0.05, 0.00360909, -0.115577, 0.133005, 0.176242, 1009.62, 15389, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.494414, 0.373913, 1.44438, 0.05, 0.545661, 0.423291, 0.0816854, 0.695409, 998.848, -1842.97, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.872545, -0.417499, 1.32365, 0.05, 0.78468, 0.58586, 0.65874, 1.18021, 1009.82, 15713.7, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.795936, 0.483282, 1.52608, 0.05, -0.294973, 0.0266394, -0.388697, 0.488676, 998.756, -1989.95, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.315703, -0.243903, 1.37865, 0.05, 0.368119, -0.168504, 0.328143, 0.521137, 1001.94, 3103.13, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.01542, -0.129798, 1.35738, 0.05, 0.148188, -0.361856, -0.0820021, 0.399529, 1001.65, 2635.55, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.529484, 0.00390254, 1.28674, 0.05, 0.0162212, -0.200174, -0.0796717, 0.216057, 999.837, -261.039, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.318902, -0.0135273, 1.36514, 0.05, 0.449882, -0.00230167, -0.200689, 0.492621, 1001.56, 2490.97, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0932303, 0.019174, 1.25188, 0.05, 0.0908133, -0.219653, -0.0295477, 0.239515, 1001.54, 2461.12, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.941665, -0.0924881, 1.33316, 0.05, -0.228168, -0.211393, -0.344746, 0.464325, 1001.08, 1725.88, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.446645, 0.2809, 1.31095, 0.05, -0.275554, 0.0993378, 0.164379, 0.335885, 995.716, -6853.94, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.438588, 0.0173711, 1.37244, 0.05, 0.0552326, 0.0403134, -0.605087, 0.608938, 995.17, -7727.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0688308, -0.0202599, 1.28195, 0.05, 0.116502, -0.0434088, 0.348209, 0.369739, 1002.19, 3501.24, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.415547, 0.265665, 1.42333, 0.05, -0.47716, 0.138313, 0.108546, 0.508522, 999.182, -1308.78, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.825912, -0.345777, 1.29843, 0.05, -0.146223, 0.54448, 0.0491979, 0.565915, 977.971, -35246.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.345498, -0.221398, 1.34175, 0.05, 0.392418, -0.132728, 0.0747736, 0.420951, 1000.42, 672.003, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
