x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.988077, -0.489156, 0.359501, 0.05, 0.00892006, -0.0424549, 0.0885642, 0.0986185, 1015.69, 25100, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.754203, 0.0660854, 1.38935, 0.05, 0.220893, -0.0808224, 0.0505804, 0.240592, 1002.56, 4089.8, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.908849, -0.44758, 1.38219, 0.05, 0.0748029, 0.210828, -0.0850182, 0.239316, 1000.43, 689.535, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.991303, -0.491466, 0.67869, 0.05, 0.0438045, -0.0692845, 0.16502, 0.184258, 1009.32, 14904.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0333405, 0.168109, 1.39737, 0.05, -3.52093e-05, 0.117936, -0.125957, 0.172552, 1000.5, 796.983, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.178995, 0.241057, 1.38821, 0.05, -0.0749747, 0.0952756, -0.0248731, 0.123763, 1000.72, 1151.09, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.989153, -0.49159, 1.14302, 0.05, -0.00964033, 0.0454291, 0.292438, 0.296103, 1002.39, 3826.87, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.00397766, 0.189514, 1.18676, 0.05, -0.0174087, 0.0608944, -0.0142947, 0.0649271, 1002.02, 3239.23, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.589231, 0.0447742, 1.18567, 0.05, -0.127334, 0.0606782, 0.0337012, 0.145023, 998.616, -2214.68, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0292395, 0.114957, 1.11467, 0.05, -0.0138234, 0.129771, -0.10524, 0.167652, 999.424, -921.806, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.949011, -0.500388, 1.35949, 0.05, 0.0326056, -0.00252371, 0.055476, 0.0643979, 996.381, -5790.34, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.0107831, 0.108399, 1.10343, 0.05, -0.0556746, 0.0573052, -0.198018, 0.213529, 1000.88, 1414.75, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.972188, -0.368734, 1.36174, 0.05, 0.0213421, 0.163947, 0.0148285, 0.165994, 996.836, -5061.88, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.555912, 0.0876244, 1.24355, 0.05, -0.175693, 0.0197524, -0.0630742, 0.187714, 1001.07, 1711.35, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0199287, 0.188945, 1.25944, 0.05, 0.00234325, 0.192909, -0.120409, 0.227415, 1003, 4794.12, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.522313, 0.165854, 1.27967, 0.05, -0.171864, 0.102485, -0.0408364, 0.204226, 999.545, -728.312, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.197755, 0.0650478, 1.33301, 0.05, 0.0319852, 0.221201, -0.189757, 0.29319, 1001.41, 2258.31, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0429906, 0.144241, 1.2813, 0.05, -0.0983437, 0.161795, -0.11296, 0.220475, 1000.24, 384.243, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.359141, 0.370475, 1.22868, 0.05, -0.0348534, 0.19377, -0.200492, 0.280995, 998.636, -2182.04, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.842811, -0.104275, 1.26562, 0.05, 0.026326, 0.0931541, 0.170417, 0.195992, 1001.45, 2316.42, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-1.00978, -0.230847, 1.41726, 0.05, 0.175834, 0.0251595, -0.484689, 0.516211, 999.703, -475.837, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.94281, -0.130675, 1.35669, 0.05, 0.0400342, 0.0950234, 0.230369, 0.252392, 998.446, -2485.88, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.939925, -0.550438, 1.60662, 0.05, -0.00185004, 0.000475362, -0.0342594, 0.0343126, 1000.02, 26.4082, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.54594, 0.304527, 1.38089, 0.05, -0.0971607, -0.027778, -0.0224304, 0.103513, 999.91, -144.421, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.78652, -0.203511, 1.33802, 0.05, -0.00207275, 0.143524, 0.180744, 0.230807, 999.623, -603.959, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
0.883878, 0.37887, 1.37847, 0.05, 0.0761299, 0.00345437, 0.309728, 0.318966, 996.66, -5344.43, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
