x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.987398, -0.488922, 0.17003, 0.05, 0.0107455, -0.010258, 0.0108305, 0.0183846, 1022.39, 35820.6, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.523326, -0.259516, 2.47456, 0.05, 0.496869, 0.226071, -2.83704, 2.88908, 1000.01, 11.4605, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.988631, -0.490247, 1.02088, 0.05, -0.0735231, -0.0338273, 0.0656288, 0.104197, 1002.29, 3659.84, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.987902, -0.490912, 0.349331, 0.05, 0.0105482, 0.00974853, 0.0398726, 0.0423807, 1011.16, 17856.9, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0589174, -0.0199215, 3.35002, 0.05, 0.972298, 0.217803, -1.62446, 1.90569, 1000.31, 503.525, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.396866, -0.210785, 2.28164, 0.05, 0.434243, 0.377793, -3.33357, 3.38289, 999.434, -905.569, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.983488, -0.49479, 0.736262, 0.05, -0.0134947, -0.00212699, 0.0718365, 0.073124, 1007.35, 11753.5, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0268255, -0.0201388, 2.8878, 0.05, 1.05641, 0.148421, -2.60075, 2.81104, 1003.77, 6034.29, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.556544, -0.159717, 1.84261, 0.05, 0.229752, 0.492289, -3.76032, 3.79936, 999.927, -116.868, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.0732233, -0.0210914, 3.36534, 0.05, 0.939394, 0.786346, -1.67326, 2.07379, 1003.02, 4827.98, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.994552, -0.495188, 0.967828, 0.05, -0.0182645, -0.00724574, -0.020127, 0.028128, 1004.02, 6427.61, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.135383, -0.0400649, 3.38006, 0.05, 0.717746, 0.307723, -1.62966, 1.80711, 998.307, -2708.49, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.98458, -0.49375, 1.11958, 0.05, -0.0494904, -0.00984441, 0.109703, 0.120751, 1004.32, 6910.15, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
-0.551126, -0.148218, 1.85053, 0.05, 0.231687, 0.490185, -3.75933, 3.79823, 1000.1, 160.395, 10, 2e-20, 3e-20, 2e-20, 2e-20, -1
