x,y,z,h,v_x,v_y,v_z,|U|,rho(rpx),p(rpy),mu(rpz),sr,tau,I,mu_i,type(rpw)
-0.0128967, -0.0822056, 0.11967, 0.05, 0.0114938, -0.00363154, -0.000228363, 0.012056, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0284438, -0.0912481, 0.093039, 0.05, 0.00865055, -0.00304519, -0.00484117, 0.0103703, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0303046, -0.0916547, 0.143001, 0.05, 0.0139748, -0.00419081, -0.00504879, 0.0154385, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0110336, -0.0826126, 0.169633, 0.05, 0.0168182, -0.00477719, -0.000436238, 0.0174889, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0542348, -0.0731635, 0.146304, 0.05, 0.0143374, -0.00421798, 0.00438418, 0.0155748, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0561001, -0.072756, 0.0963422, 0.05, 0.00901318, -0.00307236, 0.0045923, 0.0105719, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0147643, -0.0817975, 0.0697063, 0.05, 0.0061694, -0.00248588, -1.99832e-05, 0.00665143, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0780524, -0.102099, 0.0610821, 0.05, 0.00523868, -0.00234157, -0.0103765, 0.0118575, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0942329, -0.105638, 0.111057, 0.05, 0.0105625, -0.00349569, -0.012182, 0.016498, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0858727, -0.103809, 0.163005, 0.05, 0.0160996, -0.00468093, -0.0112491, 0.0201903, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.054887, -0.097031, 0.205025, 0.05, 0.0205816, -0.00562579, -0.0077917, 0.0227148, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.00837371, -0.0868571, 0.227493, 0.05, 0.0229819, -0.00611381, -0.00260171, 0.0239231, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0430121, -0.0756176, 0.225262, 0.05, 0.0227505, -0.00603321, 0.00313195, 0.0237443, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0874992, -0.0658873, 0.198842, 0.05, 0.0199405, -0.00540244, 0.00809585, 0.022189, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.114897, -0.059895, 0.154285, 0.05, 0.0151955, -0.00436601, 0.0111529, 0.0193482, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.118929, -0.0590136, 0.101799, 0.05, 0.00960263, -0.00316133, 0.0116028, 0.0153892, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0986713, -0.0634448, 0.0534071, 0.05, 0.00444292, -0.00206436, 0.00934243, 0.010549, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0587652, -0.0721737, 0.0201939, 0.05, 0.00089839, -0.00132639, 0.00488966, 0.00514541, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.00835178, -0.0832006, 0.00976818, 0.05, -0.000219008, -0.00111648, -0.000735507, 0.00135479, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0410205, -0.0939996, 0.0245181, 0.05, 0.0013467, -0.0014827, -0.0062445, 0.00655788, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0022086, -0.0333408, 0.119669, 0.05, 0.0115218, -0.00363766, -0.000247978, 0.0120849, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0391319, -0.0423833, 0.0930386, 0.05, 0.00867854, -0.00305131, -0.00486079, 0.0104046, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0409927, -0.0427899, 0.143001, 0.05, 0.0140028, -0.00419693, -0.0050684, 0.015472, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.000345511, -0.0337479, 0.169633, 0.05, 0.0168462, -0.00478332, -0.000455853, 0.017518, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0435467, -0.0242988, 0.146304, 0.05, 0.0143654, -0.0042241, 0.00436456, 0.0155967, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.045412, -0.0238912, 0.0963418, 0.05, 0.00904117, -0.00307848, 0.00457268, 0.0105891, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.00407621, -0.0329327, 0.0697059, 0.05, 0.00619739, -0.00249201, -3.95982e-05, 0.00667977, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0887405, -0.0532344, 0.0610817, 0.05, 0.00526667, -0.00234769, -0.0103962, 0.0118882, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.104921, -0.0567731, 0.111056, 0.05, 0.0105904, -0.00350181, -0.0122016, 0.0165317, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0965608, -0.054944, 0.163004, 0.05, 0.0161276, -0.00468705, -0.0112687, 0.020225, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0655751, -0.0481662, 0.205025, 0.05, 0.0206096, -0.00563191, -0.00781131, 0.0227484, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0190618, -0.0379923, 0.227493, 0.05, 0.0230099, -0.00611993, -0.00262132, 0.0239537, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.032324, -0.0267528, 0.225261, 0.05, 0.0227785, -0.00603933, 0.00311234, 0.0237701, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0768111, -0.0170225, 0.198841, 0.05, 0.0199685, -0.00540856, 0.00807624, 0.0222085, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.104209, -0.0110303, 0.154285, 0.05, 0.0152235, -0.00437213, 0.0111333, 0.0193603, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.108241, -0.0101488, 0.101799, 0.05, 0.00963062, -0.00316745, 0.0115831, 0.0153932, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0879833, -0.0145801, 0.0534067, 0.05, 0.00447091, -0.00207048, 0.00932281, 0.0105447, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0480771, -0.0233089, 0.0201935, 0.05, 0.000926378, -0.00133251, 0.00487005, 0.00513334, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0023363, -0.0343358, 0.00976777, 0.05, -0.00019102, -0.0011226, -0.000755122, 0.00136636, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0517086, -0.0451348, 0.0245177, 0.05, 0.00137468, -0.00148882, -0.00626412, 0.00658373, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.00847948, 0.015524, 0.119669, 0.05, 0.0115498, -0.00364378, -0.000267593, 0.0121139, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.04982, 0.00648144, 0.0930382, 0.05, 0.00870653, -0.00305743, -0.0048804, 0.0104389, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0516807, 0.00607486, 0.143001, 0.05, 0.0140308, -0.00420306, -0.00508802, 0.0155054, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.0103426, 0.0151169, 0.169633, 0.05, 0.0168741, -0.00478944, -0.000475468, 0.0175471, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0328586, 0.024566, 0.146304, 0.05, 0.0143934, -0.00423023, 0.00434495, 0.0156187, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
-0.0347239, 0.0249736, 0.0963414, 0.05, 0.00906916, -0.0030846, 0.00455307, 0.0106064, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
0.00661187, 0.0159321, 0.0697055, 0.05, 0.00622538, -0.00249813, -5.92133e-05, 0.00670817, 1000, 1e-20, 10, 2e-20, 3e-20, 2e-20, 2e-20, 1
