x,y,z,absv,wx,wy,wz
-78.078,-95.1059,-47.1724,12.7022,7.01606,-1.05805,-1.18521
-78.1034,-93.6319,-49.0164,15.9879,6.86089,2.46779,-4.0654
-78.1206,-97.0981,-47.1743,13.3121,-5.59583,-1.57266,-9.88322
-76.375,-96.6842,-49.0374,14.2721,3.44961,-5.85488,6.52075
-74.8324,-95.3748,-49.0349,14.1351,-4.21338,2.13848,4.83879
-72.8395,-99.0134,-49.033,15.5001,4.76332,2.32744,0.282062
-76.4087,-96.1843,-47.1158,14.6847,-4.31614,-2.93246,1.46146
-74.791,-99.0821,-49.0412,11.5028,7.68426,-2.69758,2.80807
-75.6552,-97.926,-47.6989,13.4414,-0.575013,-4.02709,-0.965903
-78.1129,-95.7418,-49.0419,14.3294,1.48741,-1.77345,-0.218068
-78.1199,-97.7009,-49.0463,13.3932,5.10172,-5.67598,-6.42751
-76.728,-99.0414,-49.0177,11.5445,3.98194,4.44655,-1.13357
-76.5779,-94.7243,-48.4206,13.317,-2.08885,1.71505,-4.43142
-74.0941,-97.2711,-49.0603,13.1875,-4.3223,-6.0513,-3.99687
-76.7375,-93.7114,-46.7425,13.7303,1.56609,-4.41486,0.727232
-74.7306,-99.0223,-45.4961,14.7635,8.30228,-7.5927,0.0226949
-76.7375,-95.2222,-45.4268,12.0581,6.25423,-3.92264,0.329604
-78.071,-97.7963,-43.6374,11.708,7.64404,1.56724,-3.98122
-74.9405,-95.5643,-44.6549,12.4325,-2.50727,-2.72981,-1.33071
-75.35,-97.1693,-45.7721,13.6832,3.33733,-6.76805,4.99863
-78.1117,-99.0217,-45.2164,13.2641,-9.6119,-0.0432515,-9.30151
-73.3209,-95.6082,-45.9896,14.2533,4.18894,-6.84301,1.70013
-76.3464,-99.0325,-44.3255,13.2209,-4.75174,4.24884,1.22672
-75.1599,-94.8045,-46.4932,14.0335,2.53452,4.19081,-1.88707
-73.7933,-93.7222,-45.6004,13.1993,2.06227,-3.09684,9.30919
-78.1097,-95.8956,-44.19,16.1146,-4.78417,0.0704528,-4.64657
-74.4731,-96.3885,-47.3682,16.0521,-7.61345,2.94512,3.81971
-78.0856,-99.03,-47.5622,12.5545,4.31599,-1.53566,4.36629
-76.5143,-99.0357,-46.3355,12.4028,6.39263,-4.0382,9.78289
-76.3242,-96.3198,-43.4651,12.4249,-0.666451,1.20057,-1.38649
-77.2882,-97.2412,-45.3779,11.6134,-12.9514,9.22657,-2.22814
-73.6814,-93.0901,-41.249,12.9914,-5.76606,1.29152,3.93484
-75.1103,-96.6263,-41.2408,15.2475,0.528771,12.6721,-0.870015
-76.6199,-97.6602,-42.0407,15.8441,-0.0577187,-0.374316,-2.90925
-74.7904,-94.3078,-42.3701,15.0299,-7.33337,2.3408,0.00733153
-78.0652,-94.4121,-42.8903,15.7908,-3.97187,1.39242,2.2681
-75.184,-99.0223,-41.9186,14.023,-5.58396,8.83025,6.57656
-74.1679,-96.1436,-42.9246,13.0855,1.01664,0.335974,3.46472
-78.0691,-99.0198,-42.0706,15.1763,2.11185,3.65368,-2.30984
-73.5809,-97.8656,-42.1348,14.8108,7.59824,-1.07754,-2.05844
-73.614,-97.0422,-44.658,15.8463,-4.99233,1.01538,-0.903417
-76.2472,-94.325,-43.7226,13.4517,2.84528,9.40954,6.59075
-73.4042,-94.5965,-43.8733,15.5961,0.998928,-3.16044,1.01599
-75.0289,-97.8218,-43.5064,13.5741,7.06034,-3.44213,-1.48752
-78.0697,-96.3147,-42.2385,13.3249,1.96798,-2.66841,4.49122
-72.5215,-93.0335,-43.0594,14.7817,-2.48159,10.1436,7.25249
