x,y,z,absv,wx,wy,wz
17.8584,-94.1234,-47.1228,13.6874,-11.0506,3.55194,-6.97779
17.7935,-93.1537,-48.8371,12.1712,-14.131,-9.3484,-5.6666
17.7961,-96.6644,-41.8143,13.5579,-6.61846,-4.917,8.86958
19.4189,-96.239,-49.0355,13.3999,15.2451,-4.55089,8.24035
19.3572,-95.3055,-46.7717,6.85542,8.56752,10.5471,1.64443
17.8349,-99.1101,-49.0533,12.6016,-6.8892,5.31974,-1.13461
17.8851,-95.3863,-43.4626,17.8505,-9.22011,-4.88916,-7.75826
17.791,-97.177,-49.0902,12.3737,-5.06511,6.80034,-7.03252
19.422,-96.4152,-44.2479,12.5804,2.80772,0.143495,8.78506
17.8711,-95.0843,-49.0266,12.7838,6.22967,-17.962,-4.58279
17.8202,-96.1945,-47.4197,12.48,-0.523576,-9.61025,2.5326
17.8151,-98.1206,-47.379,12.0618,-3.28499,-6.71577,1.73499
19.4195,-94.1349,-48.3157,11.2502,-3.8838,0.739573,8.96938
19.5308,-97.1693,-47.2976,12.0303,-15.6939,-15.4074,3.9268
17.866,-92.8154,-40.5896,14.2721,7.39542,-15.888,-8.36808
17.8666,-98.6262,-42.1653,14.0372,-2.4002,-11.3714,9.81125
17.8832,-95.6318,-40.1432,14.7192,7.14662,3.09178,-7.04314
17.8851,-98.988,-38.0766,14.9806,-5.43647,4.59353,-8.40508
17.9964,-95.6909,-38.0944,15.6374,-7.89758,-0.20183,9.43748
19.2205,-97.1439,-40.5756,10.0985,-2.65241,6.09651,-2.12243
17.8431,-99.056,-40.0618,13.8139,9.61948,-10.3045,8.07573
19.0647,-95.2127,-41.9008,9.5279,2.94024,-9.31233,-3.93716
19.5626,-99.0719,-39.1029,7.14033,17.9153,-4.46112,1.67165
17.8597,-93.7514,-42.311,14.8388,-4.20254,1.91488,-4.79977
17.8635,-93.8538,-38.8295,10.5508,7.51661,6.24924,-10.7828
17.8724,-96.2136,-36.071,16.282,9.8159,-0.784457,-3.57159
17.915,-95.1599,-45.4262,12.9199,3.72899,2.03523,19.7024
17.8444,-97.0975,-45.6755,17.4377,15.8999,13.2648,-2.79071
17.8151,-97.3487,-43.7036,13.1995,21.3967,-1.75806,-10.3052
19.3693,-95.9141,-34.8418,14.5012,2.94534,-3.34953,2.44399
17.8749,-97.3334,-39.1563,12.8162,1.78398,-0.303861,-1.088
19.2389,-93.1899,-31.9421,13.4241,0.877145,-3.78677,2.09248
19.4055,-97.6965,-30.8465,14.8988,8.57682,2.30366,-0.619174
17.9086,-97.5598,-32.1558,15.467,-6.99479,0.855664,-3.91752
19.3476,-94.6105,-33.3691,13.8158,-0.505322,-4.61424,-7.22479
17.8838,-94.6442,-34.8208,14.333,2.99356,-0.956634,-2.51583
19.4933,-99.0236,-32.3211,17.1605,-6.65679,-3.59724,11.0011
19.4437,-97.4542,-33.6126,18.2079,-8.34243,-5.18181,-13.6074
17.8857,-99.0191,-33.4911,14.7434,-7.53903,6.53665,-8.14882
21.0442,-99.0268,-30.8745,15.4853,2.52311,5.79188,2.30936
19.4557,-97.4847,-37.9627,12.0186,-15.6193,12.243,2.10585
19.5409,-94.2264,-35.8198,14.6848,6.21409,3.95804,4.75831
19.5956,-95.8244,-36.9281,16.3415,2.30392,3.83345,-1.12362
17.8806,-98.1588,-35.7645,13.6986,-14.7351,-4.36774,4.17609
17.894,-96.1869,-33.5719,13.0316,-0.793339,2.12794,-5.15622
20.9494,-93.0659,-32.922,11.7849,-1.77039,5.05659,6.34296
19.3279,-96.1716,-32.1043,15.3443,-7.60701,-3.13066,-0.270612
17.791,-91.1951,-48.7157,16.1363,-5.89855,-4.23166,-13.0367
18.2393,-93.237,-45.3988,20.2629,13.8163,0.940385,-9.1191
17.8495,-88.9492,-46.5377,21.586,12.0941,-7.17126,-14.049
17.7992,-90.6718,-45.5782,16.1597,-4.73535,-10.9606,8.62342
19.3718,-92.1661,-49.0934,13.0532,18.5488,-7.70934,-4.13013
18.7594,-86.2657,-44.0126,18.3363,0.851623,18.8945,-6.5875
17.8673,-92.1649,-46.993,15.4217,3.99303,0.902994,15.9951
17.8819,-89.0795,-44.3509,15.2769,-24.5064,22.671,21.0075
17.9086,-89.5081,-39.9613,13.9173,9.23064,-0.605324,-2.41196
18.3092,-90.5402,-43.0829,16.9925,16.2439,-12.234,1.16397
18.8116,-90.4925,-47.22,14.988,-0.406794,2.17123,-1.6391
17.8336,-87.3276,-49.0584,15.3658,-24.2,3.51785,16.8081
19.5734,-89.7313,-41.7647,12.7204,12.2415,9.46154,11.3819
