x,y,z,absv,wx,wy,wz
-34.6688,-94.2105,-47.2773,14.0492,5.96986,-5.65922,-7.63149
-34.6771,-93.2974,-49.0215,12.2404,-7.88733,5.73326,8.64468
-34.6777,-97.6189,-45.7009,16.2517,7.48261,0.21856,0.214964
-33.0015,-96.2715,-49.0419,7.96116,7.35493,16.6973,-1.14768
-31.1835,-95.4836,-49.0304,11.4292,9.74992,4.12322,3.39495
-30.9908,-99.0586,-49.0419,13.6656,4.85989,-0.105002,-5.03076
-34.5652,-96.1246,-47.0312,14.3513,-3.37667,13.8882,0.643275
-32.8559,-99.0255,-49.0603,11.8174,10.0486,3.41212,13.0538
-33.4021,-97.6405,-47.3345,15.3303,-1.34643,1.06224,-1.78472
-34.6866,-95.2515,-49.054,15.5003,-3.78106,-7.39319,-6.38309
-34.6962,-97.163,-48.715,15.0349,6.62548,5.46737,4.05692
-34.728,-99.0668,-49.0368,12.7907,-8.72895,-0.45781,-10.8143
-32.9907,-94.3301,-48.9789,11.4458,-6.82974,1.97074,2.362
-31.6986,-97.439,-48.2387,13.7696,-1.15534,-9.02994,2.22543
-34.6396,-93.3127,-45.4516,18.2315,-7.98414,-6.13751,4.33385
-31.4258,-99.028,-45.2806,15.809,7.43144,-4.79231,-1.58582
-34.6383,-95.7488,-45.023,13.4507,3.60791,-17.7949,-19.4497
-34.6237,-97.8631,-42.1444,13.3442,9.29221,4.37442,7.86279
-33.1331,-95.4283,-43.7614,12.5552,-19.5921,-0.134343,-3.47059
-32.7834,-97.2336,-45.4974,14.5592,-14.0623,-7.23617,-13.713
-34.6752,-99.0306,-44.2428,12.6048,-11.6364,-10.4643,-3.35943
-31.759,-95.6381,-45.1636,13.9166,6.2406,1.14472,-0.032945
-32.7726,-99.0109,-43.804,10.5337,-5.43811,-5.18228,-0.281763
-33.2845,-94.662,-45.9559,12.8359,3.35517,8.49712,-3.7188
-32.9557,-93.5359,-44.2409,14.2866,14.9433,-7.09787,10.7412
-34.6707,-95.8861,-42.641,12.0218,8.35351,1.35247,6.46607
-32.405,-95.9402,-47.1736,19.7603,-17.4634,0.780374,-2.41188
-34.6942,-99.0541,-47.0712,15.905,7.10272,-6.08873,11.6576
-33.3303,-99.0827,-45.6888,15.2889,5.55245,1.17061,13.5588
-32.9589,-96.3535,-41.8016,15.5827,8.76174,-0.553811,-0.51436
-33.9452,-97.2304,-43.8931,12.4685,-4.50629,-1.35994,3.14789
-31.4932,-92.4148,-39.059,11.5028,2.2025,1.59718,-0.956215
-32.0528,-97.1051,-37.9367,14.2526,13.216,5.99623,2.32009
-33.7391,-97.5655,-39.4857,17.2518,-0.28256,1.86105,-6.46507
-32.9557,-94.8814,-40.4656,12.1823,0.444659,-6.43919,-1.89565
-34.6523,-94.3765,-41.3571,13.9253,-5.19376,-1.04638,6.68427
-32.6588,-99.0274,-40.2736,14.1536,0.496521,5.64624,-6.53082
-32.0756,-96.618,-40.0389,10.8828,-5.61012,1.23826,-3.61338
-34.6338,-99.0172,-40.5203,17.5994,-6.36165,-1.00094,2.12795
-31.1193,-98.2014,-39.3229,15.7126,10.9808,5.99531,3.67595
-32.0013,-97.0167,-43.5942,16.7709,5.05235,-8.50356,-4.79071
-33.0975,-93.6103,-42.2874,13.1147,-4.37359,-1.32573,2.442
-31.6884,-94.9781,-42.454,12.8968,2.20178,10.8644,-2.82876
-32.3656,-98.209,-42.0483,17.1879,-6.6316,-5.3678,5.7539
-34.6179,-96.2587,-40.6977,17.0902,-3.4023,3.01752,-4.657
-30.002,-92.6361,-40.3429,15.7483,-1.00752,-2.51065,3.07076
-33.3125,-95.7875,-38.7303,15.8588,-4.87731,2.71564,5.01825
-34.6459,-91.328,-49.0222,13.1757,2.77346,-1.18467,6.5047
-31.3024,-93.4214,-49.0393,11.7105,3.94273,10.3944,-5.1981
-34.6688,-89.372,-49.0381,14.3634,-3.14446,7.32566,-3.15975
-34.7108,-90.3017,-47.2881,16.3047,4.49304,-7.72993,0.507181
-32.9659,-92.3747,-49.0559,10.9245,12.433,-4.99351,-6.2836
-32.9513,-86.6415,-47.3886,16.066,-3.01084,-1.41852,-11.0727
-34.6275,-92.2838,-47.3135,12.634,-10.3677,-14.54,12.2541
