x,y,z,absv,wx,wy,wz
-45.1375,-94.4331,-47.2944,15.4743,3.99968,-0.859001,1.55206
-45.1439,-93.5022,-49.0304,14.1219,-4.51828,-1.32762,1.48452
-45.1063,-97.3429,-46.0436,15.3427,-6.3494,-4.39144,0.358071
-43.5096,-96.426,-49.026,17.6052,-20.4851,20.1671,-6.80928
-41.8665,-95.3443,-49.0552,12.8715,-2.28172,0.905863,-0.223184
-40.8859,-99.0484,-49.0088,14.6733,12.2274,-2.57228,-0.496801
-44.0959,-96.0718,-47.1857,14.5475,4.32552,8.61905,-5.2313
-42.8546,-99.0509,-49.047,13.5598,5.42787,-2.14168,7.7984
-43.4002,-97.8485,-47.6086,13.4013,-3.08675,1.4115,-7.36826
-45.1591,-95.4378,-49.0311,14.327,10.7648,-21.3481,16.0374
-45.1528,-97.266,-48.3068,12.5498,-5.02523,-13.7005,-1.61957
-44.8189,-99.0357,-49.059,11.4181,-2.45792,1.74115,-3.28554
-43.3958,-94.3924,-48.2368,17.4965,3.01979,20.2845,-23.2943
-41.8353,-97.3525,-49.0139,14.6632,4.11777,-0.548752,-1.47604
-44.169,-93.389,-45.9203,15.4583,0.988087,-2.89395,-2.38818
-41.7323,-99.035,-45.306,15.0996,3.81841,2.86635,-5.03351
-45.0777,-95.3895,-45.5629,9.60404,-7.32387,-6.99949,-3.45147
-45.0924,-97.5954,-42.4966,14.1139,0.00767817,1.35133,-5.59182
-43.0887,-95.7074,-44.3986,14.3087,-7.68207,-0.232245,0.401537
-43.0632,-97.1089,-45.8128,19.2718,4.6986,-4.37009,0.151142
-45.1095,-99.0052,-44.8393,15.295,1.55094,0.724842,-1.93835
-41.469,-95.9675,-45.5318,16.7475,-1.31878,4.46772,13.321
-43.2775,-99.0179,-44.0539,16.6666,0.883492,-4.02821,6.88214
-42.9392,-94.8693,-46.1848,13.9865,-4.87507,-5.27705,-0.668138
-42.3351,-93.8869,-44.5932,15.8353,-4.46961,-3.50108,5.36599
-45.086,-95.6629,-43.4918,13.888,-4.31066,6.6842,-0.761452
-42.1514,-96.3166,-47.3606,14.6087,-2.7465,-15.1378,7.4337
-45.135,-99.0096,-47.1336,14.1524,11.6839,-6.89357,4.13545
-43.5363,-99.0312,-46.036,16.7387,-3.07409,-1.58563,-7.89713
-43.413,-95.9834,-42.4661,12.9142,4.82865,1.1588,7.0101
-44.2542,-97.3086,-44.2593,17.368,6.46916,0.378783,9.86753
-41.2528,-92.664,-39.9117,14.0102,0.276216,-3.43883,-1.01435
-42.6162,-97.142,-38.9852,15.0578,-6.63737,5.16784,2.0394
-44.0768,-97.4072,-40.3219,15.3326,-7.85434,2.98083,1.92601
-43.1325,-94.4337,-41.2293,11.8331,10.6812,-1.36536,1.99493
-45.1216,-94.1291,-41.904,13.8188,-4.24617,1.66189,1.19355
-43.1058,-99.0293,-40.9158,16.4104,3.30555,0.624984,3.78405
-42.4559,-96.2295,-40.7473,12.6204,1.00558,3.24722,-0.932419
-45.0834,-99.0179,-41.1142,13.7598,0.414067,8.76093,-4.26034
-41.5129,-97.9413,-40.4561,13.3913,-4.80833,-2.7083,-0.624632
-41.9224,-97.3607,-44.2186,15.1111,2.10909,-6.80494,0.655667
-43.6025,-94.0916,-43.1243,12.0264,-1.73022,-0.68651,1.55823
-41.801,-94.8509,-42.9151,12.2947,5.28863,-0.0281519,0.237498
-42.779,-97.872,-42.4954,15.8931,-2.69615,2.60372,-3.99153
-45.0943,-96.0146,-41.298,14.2294,7.03879,-18.8626,2.51597
-40.3594,-93.3336,-41.5485,12.9124,7.46513,6.87186,4.58377
-43.9935,-95.5147,-39.6905,15.3226,1.27691,6.96032,-1.88376
-45.1254,-91.5258,-49.0438,13.3973,1.42739,-4.22656,10.6307
-41.6897,-93.3883,-49.033,12.7878,-3.36965,13.889,-10.3364
-45.1737,-89.51,-49.012,15.2314,-15.4912,-2.55634,1.27793
-45.128,-90.4836,-47.2843,13.0563,15.1709,3.03823,-16.9328
-43.4715,-92.5788,-49.0425,14.034,-3.2069,1.11579,-6.30681
-43.2623,-87.5623,-47.3447,9.96812,-2.6511,4.0816,-0.31917
-45.1394,-92.4656,-47.3358,14.556,-8.42165,-1.97362,-1.10511
-43.2534,-89.5189,-47.3803,10.4862,0.314181,0.266224,-2.91635
-44.0069,-89.931,-45.5979,12.2356,-6.57924,2.57606,7.21102
-41.9123,-91.4946,-48.6794,17.5882,-6.32791,-2.98836,7.33686
-43.5071,-90.4779,-49.0775,13.839,4.88317,4.40112,-6.76128
-43.5198,-88.5263,-49.0648,17.0446,-5.64736,0.0424261,1.27384
-41.4099,-90.806,-46.9326,12.0871,5.91514,-5.23438,4.79182
-45.1235,-87.6132,-48.4371,13.853,-8.31479,-1.38704,2.88117
-42.4801,-93.0538,-46.8722,13.8679,-5.82649,2.18468,0.0227974
-41.8073,-89.5723,-49.0234,12.8717,4.59625,-0.880707,13.42
-43.4498,-91.4711,-47.4025,14.0764,5.40985,-11.1997,9.08062
-42.683,-91.3884,-45.5763,13.1061,-13.1327,14.1664,-3.45972
-45.0981,-90.5891,-43.8613,15.3117,3.11261,-4.1605,5.4295
-42.3243,-87.9394,-44.2263,15.8357,3.66891,-3.29047,-8.52812
-44.9334,-88.6045,-46.7355,21.1077,-6.82153,-13.0475,6.53654
-43.6641,-92.4656,-44.26,13.8302,6.50093,-10.5173,3.36016
-45.0097,-91.6384,-45.5337,8.31845,-1.22776,-10.9505,-11.2373
-43.6088,-89.3638,-43.4556,13.3177,-9.88898,4.28738,-2.25771
-45.0752,-89.9431,-39.5855,10.0137,-3.26232,1.76553,-2.81638
-45.0822,-90.722,-41.8697,14.3006,-1.40073,0.87633,1.95905
-41.7546,-92.0816,-43.9668,14.7307,6.23081,0.206597,-6.21455
-42.4286,-91.4603,-40.987,12.1775,1.68181,4.12763,-0.300753
-42.1806,-93.0081,-42.255,13.7302,2.82145,-5.97888,-4.42798
-45.1477,-93.8379,-44.2854,13.1679,-3.63523,-1.55148,3.12919
-41.9536,-90.0346,-44.2511,11.7675,9.27496,-4.25392,-5.5016
-43.1783,-91.1907,-42.8159,12.9876,5.72553,-7.59363,-7.26358
-45.1261,-88.7171,-44.5372,14.6352,-4.44559,4.17479,1.19808
-43.783,-89.482,-41.0341,14.7883,7.94268,-2.68596,5.73687
-40.7473,-87.3385,-37.9875,13.7327,4.47343,10.2294,-10.5341
-45.1032,-91.88,-39.9976,13.9459,5.87097,6.22605,0.264945
-45.0733,-86.6358,-39.1595,12.6944,-2.36116,-0.557047,-4.83296
-43.17,-93.1976,-39.6567,8.68278,-1.62214,7.22459,6.45819
-45.1311,-92.3601,-42.9634,13.7312,-2.64265,6.39862,-8.15082
-43.3659,-91.0514,-39.2816,13.0194,-4.70691,-3.06897,-2.35953
-43.3055,-87.4917,-40.079,12.437,-6.38021,-8.2988,8.46083
-45.1051,-88.7247,-42.351,14.3252,5.72303,-7.23762,3.11922
-44.3306,-88.3998,-38.5617,12.442,-1.41815,-6.77886,1.25931
-45.0911,-93.8735,-39.9384,17.3874,5.51547,-1.36814,-0.302945
-42.3949,-94.7956,-38.7468,12.536,1.10847,-1.04438,8.75649
-44.6065,-92.809,-38.3176,19.8548,-4.78947,2.77317,-1.33217
-42.3822,-88.7985,-38.4263,16.7916,-1.79776,8.10046,3.51498
-42.0165,-89.7014,-40.1629,14.903,-7.32627,-3.08736,3.44622
-45.0771,-94.8038,-38.1732,16.5441,5.59483,-2.05864,3.75727
-45.1184,-88.1594,-40.4529,11.1503,10.4621,7.29314,-1.33018
-43.9388,-92.6265,-41.4131,12.581,-8.3317,-4.35079,-1.77146
-43.874,-81.2402,-47.4375,16.2863,10.4165,5.03156,-2.08144
-42.0134,-81.6943,-47.1749,14.6509,6.8641,1.42647,2.81909
-43.9528,-82.4446,-49.026,14.6238,-1.04227,2.56223,-6.69936
-45.2335,-83.822,-49.033,13.0381,-3.35523,-6.55625,8.19739
-41.8334,-87.6202,-49.012,16.5335,-0.0103457,-3.47286,-10.2319
-43.4378,-84.5208,-48.8664,16.3717,2.51783,-3.05414,-8.70549
-42.5507,-79.7478,-47.3014,13.6422,5.2256,5.18938,1.19332
-42.0649,-82.6061,-49.0654,15.6428,-0.481411,3.12041,6.94919
-45.1464,-85.7436,-49.0431,16.3903,10.8116,0.188902,-3.45231
-45.1356,-81.2422,-45.947,11.8369,8.22376,-8.89527,-11.0023
-42.103,-86.0088,-47.7179,21.3217,12.1703,-23.8441,-0.103637
-45.1057,-83.8531,-45.6742,12.748,-4.19419,3.72076,0.561308
