x,y,z,absv,wx,wy,wz
-26.9872,-94.1997,-47.2989,16.794,1.05807,-7.21276,1.70576
-27.0362,-93.1696,-49.0482,14.6253,0.919868,6.1498,-4.99936
-27.04,-97.2565,-44.3693,17.0462,11.9229,0.785016,-1.2748
-25.3422,-96.0896,-49.0311,18.4672,3.89129,-21.8139,-7.72519
-23.968,-95.1249,-48.0963,13.1597,1.27077,-6.73075,-10.7574
-23.8682,-99.0732,-49.0304,16.2945,-9.69063,4.56165,3.16996
-27.033,-96.0012,-45.9375,19.7801,11.0177,7.54633,-1.34113
-25.4783,-98.0024,-49.0559,10.5883,-3.83989,11.8091,-7.40438
-25.8401,-97.5566,-45.8847,20.5853,-3.22561,-2.1371,-7.06397
-27.0451,-95.1186,-49.059,13.7911,4.70791,1.67011,17.5076
-26.9898,-96.936,-48.3405,20.3724,2.30711,14.1095,-33.6255
-27.0527,-99.0726,-49.0228,13.4011,9.2693,-2.67727,11.9758
-25.3549,-94.1431,-49.0679,16.7949,-4.13375,-6.44731,-2.17217
-24.7387,-97.0873,-47.4382,21.6862,-0.996121,-4.78378,7.66445
-26.993,-92.6901,-45.0389,13.434,9.47874,2.53978,-6.72642
-25.0929,-99.0452,-44.8291,19.3936,-3.98665,6.43789,7.24352
-27.0292,-95.378,-43.7989,18.6846,-0.546679,1.56974,4.70976
-26.9376,-98.9142,-41.2732,18.5891,13.477,-0.102432,7.89247
-25.4528,-95.4766,-42.6512,17.2984,10.058,5.62144,-0.957593
-25.1902,-97.3557,-43.7894,15.2736,-4.09098,-13.0679,17.336
-27.0178,-99.03,-43.2775,17.3068,14.9328,-16.1486,6.80686
-24.7012,-95.7252,-44.7687,21.1173,11.577,3.49726,-6.09754
-25.1222,-99.0548,-42.8343,19.922,-8.85952,5.69473,-2.8854
-26.0951,-94.4248,-45.2195,19.0723,-8.27301,-7.98223,1.01975
-26.0487,-93.5079,-43.4855,18.738,-4.58192,-0.318706,-3.11603
-27.0076,-96.0559,-40.912,19.2039,-2.87737,0.260535,6.18749
-25.4249,-95.3303,-46.8302,13.3718,10.1647,12.5566,3.02055
-27.0362,-98.4933,-47.1514,13.7439,6.94269,-5.64682,17.2428
-26.9974,-99.0319,-45.264,11.8662,-21.5267,-0.412192,-6.61013
-25.3066,-96.3033,-39.9779,16.3239,0.0571472,-5.69513,2.91518
