x,y,z,absv,wx,wy,wz
-72.2837,-95.1574,-47.1323,14.8626,4.56767,-4.03893,8.99715
-72.3085,-93.74,-49.0069,16.5854,8.06243,0.439185,-2.7569
-72.2863,-97.1325,-47.1412,14.125,-5.48676,-1.79565,2.54544
-70.5573,-96.6708,-49.0292,15.8209,3.17574,11.6798,3.01934
-69.0019,-95.4302,-49.0406,13.4189,2.57468,3.51432,2.34021
-67.0917,-99.0255,-49.0082,14.3754,3.57086,6.66679,1.24918
-70.5916,-96.1869,-47.1056,14.9816,-1.8837,-0.378345,5.11091
-69.0318,-99.0764,-49.0457,13.25,0.104906,-5.62333,4.91249
-69.8851,-97.9419,-47.6836,17.2243,-11.1294,11.0948,2.54829
-72.2843,-95.7112,-49.0317,15.3201,1.20343,-12.8374,1.55949
-72.3104,-97.6647,-49.0419,14.1509,1.725,-0.961229,-0.229324
-70.9668,-99.0433,-49.0024,16.0224,-5.96174,3.80988,-5.01228
-70.7131,-94.7275,-48.4251,18.1478,-2.48461,3.89602,-9.89615
-68.2204,-97.3143,-49.0406,14.4352,-0.851094,2.87705,-3.25033
-70.9331,-93.808,-46.6694,16.097,3.30172,2.54392,4.88612
-68.9694,-99.0471,-45.4771,12.821,-6.52462,-3.79372,-4.98813
-70.9324,-95.3094,-45.3728,15.0753,1.20107,-4.20025,-2.02831
-71.9371,-97.8434,-43.4708,11.8356,4.96711,-1.08503,-1.50332
-69.1589,-95.551,-44.5544,14.8344,-0.936499,-2.11628,-0.860029
-69.4349,-97.1426,-45.6926,13.9251,1.86347,11.5109,1.13927
-72.3009,-99.0172,-45.0224,15.4499,5.77397,7.66755,4.23778
-67.5915,-95.6737,-45.9031,11.9688,-6.96101,5.11543,3.80012
-70.5045,-99.03,-44.2161,15.0186,-6.96171,-5.78096,1.39055
-69.3338,-94.8566,-46.4099,14.6235,7.94981,0.399859,-2.63906
-68.0201,-93.7807,-45.4618,14.4653,-13.8872,0.313166,1.69255
-72.2818,-96.0088,-44.1398,14.6766,-2.01415,-4.96878,-12.2731
-68.6731,-96.4069,-47.3657,13.3564,1.67237,-7.21609,-3.24853
-72.2818,-99.0541,-47.5227,14.3129,11.6466,-6.72198,-10.3102
-70.7722,-98.9708,-46.2548,18.0739,5.34084,1.16928,-7.13731
-70.5058,-96.2772,-43.2915,10.0128,-5.84437,-4.28607,3.6305
-71.3916,-97.28,-45.383,13.6182,12.1566,-3.11124,3.68675
-67.795,-93.036,-41.0964,16.0219,9.79054,8.94399,1.68437
-69.2836,-96.6479,-41.0067,13.7218,-0.327189,0.21836,-3.2072
-70.8625,-97.561,-41.815,17.0951,-4.15334,2.21605,-0.340107
-68.9109,-94.2512,-42.2296,12.9257,-2.92386,-0.710891,1.61202
-72.2634,-94.374,-43.0066,14.4451,4.07223,-10.0223,1.65617
-69.508,-99.009,-41.6147,9.91617,-2.00788,5.3785,0.100678
-68.4391,-96.1239,-42.7345,18.5663,0.038777,-1.88603,3.06067
-72.2392,-99.0077,-41.897,13.7287,11.1736,-9.09545,-3.95397
-67.8655,-97.7989,-41.8385,12.3825,3.44449,-0.968016,-5.8705
-67.8477,-97.0116,-44.4501,15.5219,-3.13392,12.9115,1.58356
-70.3741,-94.3123,-43.5745,16.2637,0.252542,-1.9572,-3.78421
-67.6462,-94.6067,-43.715,18.3163,6.53758,5.63014,0.298316
-69.295,-97.8472,-43.2114,14.0541,-4.10301,2.86585,1.4513
-72.2506,-96.1843,-42.1711,12.56,-4.97646,-0.573269,-0.567767
-66.815,-93.0443,-42.8235,13.7152,5.51759,-8.60388,7.78465
-70.5382,-95.228,-41.6058,13.9543,-0.292704,-2.03824,0.0578092
-72.2608,-91.7655,-49.052,14.1531,7.99144,-5.70373,-2.63815
-68.7024,-93.4754,-49.0285,14.9447,-9.89203,-1.15462,0.449738
-72.3403,-89.4343,-49.0266,15.2493,10.6113,3.60071,-2.36768
-72.2799,-90.6489,-47.4369,13.4353,3.8874,1.63628,-3.39082
-70.5598,-92.8771,-49.0514,14.9817,8.7907,3.98731,3.86928
-70.0645,-87.5,-47.3612,13.2994,12.7451,4.17442,-0.384552
-72.332,-92.6322,-47.2925,14.4876,-4.02339,9.17461,1.96356
-69.6257,-89.4585,-47.1959,13.1897,14.1839,5.45942,-5.74021
-70.9681,-90.2782,-46.0093,11.4838,-9.04774,-8.03606,-0.00924473
-69.1202,-91.5411,-49.0431,14.3077,-7.71086,0.683987,-3.86736
-70.7385,-90.502,-49.0253,14.4814,-2.9881,1.885,7.3172
-70.6425,-88.5301,-49.052,14.8729,4.76086,-5.11011,1.75301
-67.9565,-90.6565,-47.6976,19.6944,1.36852,1.42297,-6.71619
-72.2653,-87.5248,-48.5192,14.9444,-11.3281,2.33282,-9.02477
-69.1907,-93.0227,-47.1673,13.2611,15.7405,-8.25834,-1.27229
-68.9491,-89.5882,-49.0362,13.7406,-4.31114,21.4563,-11.8375
-70.624,-91.7229,-47.4935,14.9552,-1.61844,-7.89803,-7.51485
-69.2314,-91.1843,-46.2573,15.5575,-9.07941,-6.81871,-0.230472
-72.2545,-90.6483,-44.5201,12.5874,10.6025,0.813775,-10.4075
-68.7138,-87.9953,-45.3143,14.6046,-1.64313,10.9302,-3.0652
-71.5022,-88.8627,-47.29,14.4039,-4.89216,1.2172,2.87164
-69.8845,-93.1753,-45.1229,10.3719,6.30172,-4.7497,4.9738
-71.4831,-92.1242,-45.5839,11.6859,3.93144,-10.5021,4.92512
-69.9786,-89.3453,-44.5881,11.8432,2.60103,-5.85346,4.74995
-72.2615,-89.6779,-41.8843,14.1056,-3.00842,-1.14308,0.765712
