x,y,z,absv,wx,wy,wz
61.6109,-96.0622,-26.9733,23.7803,-6.46064,2.91213,8.64651
61.5352,-95.7653,-49.1423,13.2528,-5.50169,16.3262,-19.461
61.5416,-99.1101,-33.6209,22.8904,-44.7405,10.0532,-19.4349
61.6128,-97.1433,-40.2806,50.4436,-2.9638,75.1463,29.3567
61.5709,-95.2585,-41.8881,19.1641,29.5739,-15.1462,21.9321
61.5588,-99.0179,-49.0667,23.0346,-5.33031,-2.20204,-2.18805
61.5486,-97.0943,-38.1033,25.7485,-14.944,-48.5637,25.8968
61.5702,-99.0961,-45.7619,16.0173,24.5551,38.5004,-3.03054
61.5925,-96.9538,-28.6844,23.4446,6.55381,8.39085,-16.8476
61.4411,-97.7308,-44.1455,15.4613,15.7915,45.8816,4.15797
61.6344,-98.7444,-39.1372,49.1882,-26.19,6.88548,34.502
61.6452,-99.0459,-31.2089,25.68,14.6009,10.9394,-18.6166
61.5976,-93.7947,-36.9981,26.0602,-2.06617,34.8561,-7.05421
61.5747,-97.4434,-47.4216,19.7146,-2.3633,5.60465,-32.1363
61.5473,-92.1038,-36.2274,17.4601,29.7573,47.9981,46.086
63.2013,-97.2113,-23.2533,22.2534,6.48772,-11.2854,-2.13788
61.6313,-94.4725,-22.5862,21.1635,-9.45966,-0.728106,11.0713
61.6961,-99.0465,-13.044,14.7027,0.122023,8.61844,1.73057
62.6798,-95.9115,-21.8626,24.0825,3.57969,-0.522529,-5.21455
61.6007,-96.1691,-23.584,20.1981,20.206,1.81535,7.31984
61.5747,-99.0757,-20.5953,19.5988,1.33543,0.995726,3.2813
61.6065,-97.5477,-32.4438,26.0677,-5.58109,-11.6654,-29.8926
61.6147,-98.9441,-17.0088,17.4775,0.116459,-6.4161,3.75591
61.5079,-93.6815,-31.7164,7.84861,-12.5337,25.3639,3.99742
61.6433,-94.9711,-28.6565,14.8021,8.76594,-6.89593,16.0153
61.6338,-95.4995,-20.2589,16.5306,-3.77476,7.00907,9.12698
61.5263,-95.8956,-46.1848,15.3369,0.0206518,14.8671,-3.27901
61.6268,-98.4634,-23.7849,15.246,-11.7886,-21.4765,13.5051
62.6423,-99.0751,-22.2238,15.1341,-1.19722,7.35432,-1.9281
61.6065,-97.4701,-22.108,17.9375,3.73617,13.3177,-1.29728
61.7044,-97.1566,-25.3307,22.1284,1.83182,9.6472,22.1846
61.6866,-97.2437,-8.19855,18.081,8.36835,3.0444,-4.78098
61.6739,-99.0369,-11.0645,18.4156,0.825977,-1.03204,-0.685785
61.6853,-99.0204,-9.08308,18.3344,2.77783,-0.238017,8.79893
61.651,-94.8102,-11.2502,19.105,9.99519,1.92218,-0.53988
61.6497,-96.5487,-18.5763,18.7208,11.354,-16.4292,-6.42798
61.9651,-99.028,-15.0566,23.5412,-11.3623,-14.6992,-5.84485
61.6828,-95.722,-9.48369,21.6514,-1.51682,-6.67098,4.70641
61.6891,-94.4585,-7.74198,17.5301,-4.97219,1.75586,5.44555
63.3653,-95.4079,-12.0005,18.2511,6.50851,6.09408,1.00205
62.3307,-97.3213,-20.2608,22.3862,-5.35925,-3.15157,-6.74292
61.6522,-95.6063,-16.8257,25.1977,-5.44537,1.03593,6.51359
62.4795,-95.7952,-14.836,21.1399,10.142,-7.47265,-2.33264
61.63,-97.3665,-14.0608,14.0066,-0.679641,-5.54464,-5.971
61.7095,-92.3429,-8.17184,19.9804,6.20631,3.7818,2.37
63.3933,-93.9314,-13.2952,18.9251,-7.24027,-5.04139,-6.04634
61.6853,-97.3347,-12.0584,17.1821,-2.08779,0.807838,-2.54845
61.5893,-90.1059,-49.0514,13.9027,27.4738,-8.81865,17.7931
61.5651,-93.9714,-43.3602,27.1124,-14.6193,-5.17179,14.0515
61.546,-84.4642,-48.8009,23.9642,-1.3087,3.66356,28.7528
61.5346,-85.5357,-37.3803,26.9192,-21.5382,-26.0094,-31.0201
61.5562,-92.1382,-49.0756,19.6196,16.2816,-30.6741,-33.0357
61.6421,-86.321,-29.4106,20.3723,-8.69121,0.806011,13.7092
61.5613,-91.1468,-47.4337,15.2418,-22.8696,-11.021,-33.0085
61.5689,-88.485,-31.9796,12.69,3.87934,-22.0078,-13.0546
61.5976,-90.5548,-25.9711,21.5519,-11.5633,1.8898,-19.2944
61.5677,-89.9774,-45.9101,20.0756,-2.3919,-0.494277,2.76392
61.6713,-88.1874,-49.1144,12.0438,11.1507,22.7094,-16.3084
62.6073,-83.9835,-47.2588,16.317,-1.64601,-3.61362,53.3688
61.6173,-89.9316,-28.7423,13.0003,-6.56323,6.6942,17.5464
61.5594,-82.4052,-47.2181,14.0557,2.40633,8.67026,-3.47873
61.4926,-92.7079,-41.8824,16.8514,-31.7282,-5.82925,-1.76169
61.4837,-87.1343,-46.125,23.1749,21.6547,-1.77908,-2.7181
61.5371,-88.5772,-44.6243,26.4357,14.4441,4.77868,8.68883
61.5327,-92.5572,-27.9792,16.3436,-2.58987,-12.3016,12.6619
