x,y,z,absv,wx,wy,wz
-64.6492,-94.889,-47.103,14.8503,-8.22183,-6.08499,4.91749
-64.6829,-93.574,-49.0215,14.9119,-3.21604,1.58878,-1.78817
-64.66,-97.1172,-47.0573,13.5743,-4.79044,5.89045,-1.46909
-62.9749,-96.4781,-49.0177,16.0181,-11.694,-5.4022,-0.301165
-61.4716,-95.2623,-49.0578,14.7596,-1.82639,-1.79024,-3.75833
-59.8476,-98.7699,-49.0158,16.9432,-12.0725,-2.49149,4.76527
-63.0557,-96.0432,-47.0846,13.502,-3.86727,-4.60041,3.36059
-61.7648,-99.0414,-49.0342,13.1497,-0.489087,-3.17551,-3.67112
-62.4217,-97.8478,-47.5889,13.0641,5.67023,-3.0802,0.945926
-64.667,-95.5058,-49.0285,13.8522,-1.57762,4.9535,4.50302
-64.6835,-97.4377,-49.0209,12.3529,2.75624,0.473893,-1.41794
-63.6884,-99.0732,-49.0438,12.5963,2.49421,0.63123,4.99374
-63.1269,-94.5209,-48.303,13.6291,0.261608,1.78473,-0.230215
-61.0113,-97.1827,-49.0355,13.4751,12.7476,-8.0144,-10.7896
-63.3965,-93.5963,-46.3222,13.7032,-2.17046,-1.33985,-3.80209
-61.312,-99.023,-45.3721,12.3567,-0.356968,-1.366,-0.0956104
-63.455,-95.3221,-45.3066,13.8238,-2.5641,-0.619892,2.69538
-64.2155,-97.83,-43.2972,11.9895,8.87121,-0.947518,-2.20963
-61.7336,-95.6019,-44.3687,14.4343,2.44009,10.5017,-3.56341
-61.9168,-97.1623,-45.755,17.9489,8.91166,-0.301443,-1.47072
-64.625,-99.0236,-44.8405,13.0752,3.58347,-0.559312,-5.44625
-60.2037,-95.6947,-45.6634,13.8756,1.60211,-4.45419,2.93014
-62.8013,-99.023,-44.0539,10.3411,16.4713,-7.22611,-8.56589
-61.8239,-94.7377,-46.2325,10.915,11.4279,0.561804,-3.8228
-60.6539,-93.9263,-44.8914,9.80874,-7.65996,-3.68574,-1.37141
-64.6524,-95.998,-43.9096,13.271,4.65007,-3.34318,6.58999
