x,y,z,absv,wx,wy,wz
-97.3785,-95.0607,-47.1431,10.979,-3.0345,-0.740439,6.66261
-97.3512,-93.5587,-49.0133,14.5737,4.05265,4.78328,1.39108
-97.3665,-96.9856,-47.545,14.0519,-0.12977,-0.622427,-2.89381
-95.4378,-97.2018,-49.0272,16.9287,-3.38354,0.456757,0.688412
-93.7527,-95.1917,-49.0152,11.3922,-3.56095,-0.225952,2.53525
-91.955,-99.0306,-49.0272,19.6524,16.5671,3.98809,-0.734631
-95.5726,-96.1538,-47.3593,15.2403,5.56621,-7.74619,-4.15277
-93.9231,-99.03,-49.0482,16.0019,1.2677,10.2609,-4.8422
-94.5615,-97.8828,-47.3708,12.9531,-0.216315,6.31359,1.48571
-97.3652,-95.6737,-49.026,12.9736,-3.98915,4.05416,-10.7899
-97.3906,-98.2065,-49.0616,15.0678,9.89604,-2.14647,4.3995
-95.764,-99.0503,-48.3805,13.9347,4.87209,-2.52717,-0.344874
-95.6591,-94.676,-49.012,13.2227,4.4594,0.29339,12.0086
-93.3349,-97.1458,-49.0018,14.5374,-2.92632,-9.40577,12.2086
-96.0317,-93.6338,-47.3231,13.5395,6.79564,0.92869,-0.119474
-93.857,-99.0134,-45.5686,14.1044,-9.50651,-1.21773,-2.20377
-95.8371,-94.931,-45.8255,12.6342,2.09184,2.43119,-0.973578
-97.3677,-97.4364,-43.9236,12.7071,10.416,-2.72676,-2.03881
-94.056,-95.1307,-44.9842,13.9877,4.60282,5.07885,5.82342
-94.6875,-96.8775,-45.6793,14.6553,11.1143,3.7262,-4.35796
-97.369,-99.023,-45.1273,15.1581,1.81719,-4.10792,1.20054
-92.2762,-95.5427,-45.781,14.6971,-9.20934,6.57712,-3.1411
-95.6496,-98.3508,-44.3649,9.702,0.20034,-2.0832,1.50529
-94.3568,-94.5895,-47.2067,14.1296,-1.40419,-7.65163,1.44888
-93.0189,-93.7107,-45.8796,12.8182,-2.26062,4.26077,-7.64884
-97.3785,-95.6953,-44.8774,13.923,2.84918,6.39092,-0.576752
-93.4125,-96.2886,-47.2156,15.0884,9.8393,4.63156,-3.80263
-97.3919,-99.0274,-47.262,14.2155,-2.86373,0.223009,-1.90045
-95.7144,-99.0153,-46.2274,16.6938,-5.63937,-4.19421,-1.01733
-95.5783,-96.068,-44.0978,12.9103,2.56108,0.452288,-1.99215
-96.6129,-97.3054,-45.7562,14.642,-7.01995,-4.03843,3.81826
-92.7766,-93.1976,-42.1755,11.7339,13.3783,5.90051,-3.79181
-94.0611,-96.323,-41.9262,14.572,2.10034,-9.31338,1.93545
-95.8403,-97.3862,-42.6334,14.3547,-3.79879,-0.116747,0.652424
-93.8214,-94.6582,-43.055,13.5122,-3.74229,-0.55066,7.9141
-97.3614,-94.3205,-43.4607,13.5545,0.72424,-1.67174,5.05292
-94.6671,-99.0102,-42.744,12.8118,1.94422,-3.74296,-4.07764
-92.5095,-96.171,-43.5859,9.13306,-1.01011,-11.9502,-1.71538
