x,y,z,absv,wx,wy,wz
-44.5309,-94.3905,-47.2595,13.5501,10.6433,10.1475,3.20253
-44.5499,-93.4627,-49.0183,13.7906,6.39281,-9.72757,-8.57052
-44.4933,-97.3646,-46.0525,13.3308,-4.92236,1.46601,-3.03504
-42.9157,-96.3745,-49.0425,13.107,1.69619,0.656884,1.4914
-41.2643,-95.3163,-49.0482,7.88923,-3.06194,26.6852,-7.73498
-40.3575,-99.0528,-48.9935,14.4065,-6.27502,5.37786,3.50276
-43.5293,-96.054,-47.1921,13.1811,-15.3116,-6.37838,-14.4073
-42.3059,-99.0497,-49.0578,12.3141,-3.27424,-10.0142,-8.15497
-42.8368,-97.8383,-47.6111,15.6658,6.94687,11.3814,6.40185
-44.5595,-95.3984,-49.0381,12.5424,-4.70086,-7.39542,9.64091
-44.5538,-97.2393,-48.3634,13.6099,9.0923,-8.44943,-2.56991
-44.2555,-99.0395,-49.054,11.2789,-6.19829,-3.17349,4.46712
-42.9284,-94.4344,-48.4295,13.5669,-0.971839,0.452412,-4.88809
-41.2827,-97.355,-49.0037,13.4181,-8.3772,6.12317,-0.758519
-43.5293,-93.2898,-45.9069,13.1952,-0.740149,7.27188,-0.208928
-41.1314,-99.042,-45.2717,16.5372,1.40457,1.21759,-3.81465
-44.4755,-95.4289,-45.5693,15.912,10.5829,8.47175,11.2133
-44.4863,-97.5992,-42.4877,14.3404,-0.307477,-0.629418,-6.40618
-42.5952,-95.6407,-44.3827,18.0582,-0.965485,2.37496,-0.379674
-42.4941,-97.0911,-45.816,9.08253,-0.445069,-2.94058,6.10442
-44.5016,-99.0153,-44.8672,14.0798,-4.25748,-8.49955,-6.03202
-40.9069,-95.9414,-45.4949,12.0733,5.85432,-4.03742,-9.27111
-42.6931,-99.0223,-44.0539,16.4116,8.48156,-5.5195,10.8375
-42.3733,-94.8394,-46.1854,15.6971,6.66594,-7.5757,0.928437
-41.8627,-93.8004,-44.5881,13.9263,-9.44942,6.50565,6.29274
-44.4953,-95.6527,-43.5948,14.208,-0.174496,-2.80507,-4.00865
-41.5899,-96.2867,-47.3625,12.5048,0.977022,-11.0956,-0.0211098
-44.5296,-99.0249,-47.1221,14.9271,2.40327,1.56962,-1.81382
-42.9125,-99.0249,-46.0392,16.3927,-6.13835,5.7687,1.85827
-42.903,-95.9478,-42.4496,13.3425,-4.49602,-3.91369,0.685357
-43.6711,-97.3124,-44.2536,12.0203,-0.468754,7.88789,-0.719158
-40.7696,-92.699,-39.8971,13.1276,0.768854,0.953661,0.44596
-41.9549,-97.0078,-38.9554,16.2119,-5.85662,3.72265,-2.72212
-43.5052,-97.5178,-40.1419,15.6312,-7.0267,-1.33688,-4.67395
-42.6283,-94.4859,-41.1244,14.308,4.3083,9.6388,-1.70081
-44.5067,-94.229,-41.738,15.2319,4.5485,0.910378,-5.61854
-42.51,-99.0306,-40.9495,13.5966,0.993521,6.03395,4.27987
-41.841,-96.2734,-40.7963,13.6633,8.66813,1.47464,-0.674646
-44.4876,-99.0223,-41.1187,14.3763,0.712481,-0.223836,0.097995
-40.9374,-97.9693,-40.3632,12.5706,-6.0091,-2.83384,-2.20783
-41.3717,-97.3639,-44.2091,8.35411,-0.0905631,-0.433758,10.3267
-43.0683,-94.0007,-43.06,15.6091,10.7096,0.68374,1.23065
-41.2834,-94.8089,-42.8636,13.3394,10.6882,-7.02326,-2.12338
-42.2022,-97.8097,-42.4706,7.68586,-2.46442,5.33471,-3.54615
-44.4876,-96.1176,-41.1511,13.6808,-1.06003,2.96215,1.49369
-39.8151,-93.3152,-41.5282,17.5862,-1.96733,-3.35181,-4.4548
-43.3131,-95.6,-39.6339,15.9351,2.04028,-7.22826,-3.71653
-44.5239,-91.4864,-49.0323,14.3216,-3.44319,0.732237,9.82751
-41.0932,-93.3635,-49.0183,16.0031,-0.583171,0.322321,0.316309
-44.5722,-89.4814,-49.0222,16.2159,2.07304,5.55123,4.02424
