x,y,z,absv,wx,wy,wz
-68.27,-95.0957,-47.1418,12.3576,-9.51353,-1.29612,-4.70471
-68.3049,-93.6783,-49.026,12.2964,6.45185,-0.105944,-3.90558
-68.2738,-97.1318,-47.1005,15.5851,0.911487,0.883888,-7.42595
-66.5607,-96.6409,-49.033,13.617,-1.6047,14.9861,1.45511
-65.0263,-95.4136,-49.054,14.4841,-0.321026,-2.65588,-5.91906
-63.1752,-99.0287,-49.0196,13.6544,7.41285,4.91332,1.14782
-66.6039,-96.1335,-47.1208,13.7448,-2.53847,-8.68291,7.47443
-65.1039,-99.0611,-49.0393,13.0767,7.30598,-1.41925,-1.19215
-65.8803,-97.9006,-47.6575,15.7578,5.32008,-5.80071,-13.1652
-68.2604,-95.6413,-49.0393,11.9774,-0.498458,28.1573,-3.69642
-68.2941,-97.5909,-49.0285,13.9951,-2.76733,-12.6327,-1.47691
-67.0332,-99.0465,-49.0349,15.0697,9.09248,0.976352,-1.36883
-66.7019,-94.6442,-48.4162,13.8597,1.90999,-4.54769,8.88339
-64.2912,-97.2806,-49.0419,12.3156,-10.0463,-9.14766,1.47049
-66.9759,-93.7546,-46.5269,14.1709,-3.29471,6.32802,-5.10015
-65.0028,-99.035,-45.4599,14.2212,6.48269,-5.09504,-2.16289
-66.9562,-95.3621,-45.3486,14.0393,0.819611,0.703069,0.0585001
-67.8719,-97.8224,-43.4104,15.954,-2.93837,2.59587,-3.44781
-65.2018,-95.6273,-44.4704,14.4094,0.42314,3.79554,-1.5379
-65.5007,-97.1369,-45.7371,17.5062,4.78513,0.553241,2.79699
-68.263,-99.035,-44.9207,14.27,-1.58031,7.30464,-2.07603
-63.6903,-95.7379,-45.7855,14.3667,0.0274665,-5.75196,4.50532
-66.4602,-99.028,-44.1175,12.8194,5.47141,-4.03899,1.41312
-65.3512,-94.8165,-46.305,15.1541,0.0782679,-8.07054,6.4968
-64.1081,-93.9066,-45.1082,12.6188,-1.43807,2.37641,-3.66442
-68.2897,-96.0031,-44.0794,15.5931,-1.12964,7.07621,-6.02293
-64.6956,-96.3414,-47.3587,15.9198,-1.10043,5.86288,-13.8103
-68.2789,-99.0465,-47.5202,11.9475,7.3402,-4.43498,0.927924
-66.7998,-98.9168,-46.2395,12.1028,-3.93259,3.86231,11.4528
-66.5613,-96.2492,-43.1828,14.114,-8.82053,8.46304,3.01601
-67.4274,-97.2889,-45.3047,18.4503,-0.739826,-0.456125,3.69419
-63.8187,-92.9127,-40.7028,14.3343,6.98504,0.434596,-3.9132
-65.4587,-96.8158,-40.5057,15.5003,0.092266,1.20967,-2.78314
-66.9314,-97.4981,-41.67,15.7608,-0.704917,0.748246,-1.78307
-64.9443,-94.1209,-41.8499,14.6535,-3.72562,-3.16961,8.71664
-68.2401,-94.3097,-43.062,15.4328,-0.230903,-1.62875,7.10477
-65.6666,-99.0236,-41.6058,12.758,-11.2476,-9.19186,1.55276
