x,y,z,absv,wx,wy,wz
-36.6814,-94.1202,-47.3053,14.616,5.89877,9.63245,-3.44968
-36.7234,-93.237,-49.0438,13.3489,9.69727,3.99265,-0.383144
-36.6579,-97.4905,-45.8834,14.5288,-6.28392,-1.05778,0.297717
-35.0338,-96.1106,-49.04,15.8658,7.12417,7.76045,4.27471
-33.2673,-95.2063,-49.0387,16.0148,19.4715,-8.94538,-2.79229
-32.9894,-99.0815,-49.0463,13.7454,-2.67717,-2.37546,-7.99031
-36.3012,-96.0012,-47.1355,16.6714,3.44316,2.37284,-3.86099
-34.8615,-99.0363,-49.0463,14.5112,13.4126,3.77067,11.6127
-35.3727,-97.6806,-47.3949,13.7393,0.0978788,4.58247,0.941921
-36.7037,-95.1669,-49.0476,12.9922,-8.44977,-15.8323,4.8906
-36.689,-97.1051,-48.7373,18.6805,-1.67253,1.81769,-11.5254
-36.7386,-99.0363,-49.0533,15.9347,-0.339189,-7.74783,-7.04493
-35.058,-94.2105,-48.5789,16.3994,0.471966,-3.44994,1.07137
-33.7938,-97.4421,-48.4969,17.2888,2.81087,-7.81953,-5.87372
-36.3711,-93.1448,-45.6176,11.2787,-8.41097,10.9325,17.3313
-33.3716,-99.0331,-45.3594,14.8067,-1.06823,10.6318,-1.01147
-36.6738,-95.6502,-45.1718,12.6479,3.74518,-7.79364,-8.12195
-36.6394,-97.7353,-42.2963,14.6158,4.74806,-2.01366,1.54642
-35.0675,-95.3202,-44.0838,13.6059,-3.95879,9.33711,-0.963461
-34.721,-97.2177,-45.6036,16.7739,-2.79287,10.6772,1.80555
-36.684,-99.0039,-44.3973,15.3317,6.20258,1.61671,-6.137
-33.6259,-95.6254,-45.3696,15.7442,15.6607,-6.10105,-5.26769
-34.8024,-99.0134,-43.8733,12.7496,-1.59034,-1.75858,8.39994
-35.2182,-94.6875,-46.0945,14.6626,1.8203,-9.1528,1.45999
-34.7998,-93.3928,-44.4329,11.3814,-6.42604,8.36543,-10.2623
-36.6712,-95.6585,-43.0149,13.5052,2.57732,-7.81226,5.61939
-34.2784,-96.0317,-47.2022,15.0186,12.9953,-2.91904,7.65944
-36.7043,-99.049,-47.0986,17.5343,-13.2568,4.25751,-3.21141
